%eval_id interface           x001           x002           x003           x004           x005           x006           x007           x008           y001           y002           y003           y004           y005           y006           y007           y008         obj_fn 
1            NO_ID         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001    2341.829047 
2            NO_ID         0.0011         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001     3032.59398 
3            NO_ID         0.0001         0.0011         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001    2040.480753 
4            NO_ID         0.0001         0.0001         0.0011         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001    2415.954241 
5            NO_ID         0.0001         0.0001         0.0001         0.0011         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001    4207.232055 
6            NO_ID         0.0001         0.0001         0.0001         0.0001         0.0011         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001    4254.539603 
7            NO_ID         0.0001         0.0001         0.0001         0.0001         0.0001         0.0011         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001    2128.522183 
8            NO_ID         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0011         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001    1780.934744 
9            NO_ID         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0011         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001     2693.08379 
10           NO_ID         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0011         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001    1145.765626 
11           NO_ID         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0011         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001     2617.20533 
12           NO_ID         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0011         0.0001         0.0001         0.0001         0.0001         0.0001    2917.150745 
13           NO_ID         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0011         0.0001         0.0001         0.0001         0.0001    2083.098215 
14           NO_ID         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0011         0.0001         0.0001         0.0001    2410.998943 
15           NO_ID         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0011         0.0001         0.0001    4061.176015 
16           NO_ID         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0011         0.0001    4474.946766 
17           NO_ID         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0011    2398.777564 
18           NO_ID        -0.0009         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001    1745.489428 
19           NO_ID         0.0001        -0.0009         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001    2773.077917 
20           NO_ID         0.0001         0.0001        -0.0009         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001    2330.975591 
21           NO_ID         0.0001         0.0001         0.0001        -0.0009         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001    1221.928361 
22           NO_ID         0.0001         0.0001         0.0001         0.0001        -0.0009         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001    1174.993902 
23           NO_ID         0.0001         0.0001         0.0001         0.0001         0.0001        -0.0009         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001    2616.907127 
24           NO_ID         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001        -0.0009         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001    2998.372345 
25           NO_ID         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001        -0.0009         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001    2076.196778 
