%eval_id interface           x001           x002           x003           x004           x005           x006           x007           x008           y001           y002           y003           y004           y005           y006           y007           y008         obj_fn 
11           NO_ID -0.001784446918 -0.001017003472 0.0002430193762 -0.0003031215424 -0.0006013716139 0.0002955411018 0.0008295812359 0.0005765631752 0.0005931626732 -0.0004928519826 -0.001108359033 -0.0005566475328 0.0002412919604 0.0001473872874 -9.595326133e-05 0.0002838861039    100.6087626 
12           NO_ID -0.001775094089 -0.001008774696 0.0002443000266 -0.0003025397524 -0.000599106523 0.0003020614915 0.0008353672304 0.0005777614035 0.0005931619819 -0.0004968521767 -0.001110640634 -0.0005563880243 0.0002413976851 0.0001443347974 -9.780902836e-05 0.0002888369193    100.5889005 
13           NO_ID -0.001775091439 -0.001008772365 0.0002443003894 -0.0003025395876 -0.0005991058813 0.0003020633387 0.0008353688696 0.0005777617429 0.0005931619817 -0.00049685331 -0.00111064128 -0.0005563879508 0.000241397715 0.0001443339326 -9.78095541e-05 0.0002888383219    100.5889005 
14           NO_ID -0.001904098178  -0.0010878026 0.0001896704312 -0.0003577641523 -0.0006050305839 0.0002748161463 0.0007548139458 0.0005298737692 0.0005733864942 -0.0004961253312 -0.001071582733 -0.0005294525538 0.0002060213978 0.0001366717022 -5.9534996e-05 0.0002793057336    92.49074713 
15           NO_ID -0.002420125136 -0.001403923543 -2.88494019e-05 -0.000578662411 -0.0006287293946 0.0001658273763 0.0004325942508 0.0003383218743 0.0004942845442 -0.0004932134162 -0.0009153485428 -0.000421710966 6.451612888e-05 0.0001060227804 9.356323643e-05 0.0002411753805     74.4310267 
16           NO_ID -0.002568551636 -0.00149485043 -9.170296683e-05 -0.0006422000902 -0.00063554596 0.0001344785846 0.0003399131599 0.0002832251845 0.000471532195 -0.0004923758526 -0.0008704103985 -0.0003907209053 2.381451163e-05 9.720713206e-05 0.0001375993752 0.000230207824    73.48318489 
17           NO_ID -0.002853561853 -0.001553514297 -5.606074338e-05 -0.0006960856514 -0.0006330273537 0.0001315400107 0.0002215260634 0.0001313087555 0.0004204325511 -0.0005165695781 -0.0007903289205 -0.0002362420616 0.0001001554922 0.000134068046 0.0001951532478 0.0002114851903    62.26750792 
18           NO_ID -0.003435149971 -0.001673223017 1.667031106e-05 -0.000806043822 -0.0006278879187 0.0001255435952 -2.00530954e-05 -0.0001786899202 0.0003161592871 -0.0005659389774 -0.000626915705 7.898544392e-05 0.0002559358974 0.0002092859442 0.0003125969266 0.000173280029    53.07837155 
19           NO_ID -0.003434998024 -0.001673191742 1.665130919e-05 -0.0008060150941 -0.0006278892615 0.0001255451618 -1.99899799e-05 -0.0001786089293 0.0003161865297 -0.000565926079 -0.0006269583987 7.89030869e-05 0.0002558951979 0.0002092662926 0.000312566243 0.0001732900105    53.07837128 
20           NO_ID -0.003682190353 -0.001697496945 4.727548154e-05 -0.0008967032309 -0.000673532624 0.0001320957331 -9.521940885e-05 -0.0003105400252 0.0003327819456 -0.0005833420782 -0.0005692585272 0.0002176444535 0.0003095317343 0.0001821544216 0.0002934405502 0.0001541097161    76.69908781 
21           NO_ID -0.003473321475 -0.001676959898 2.139912626e-05 -0.000820074925 -0.000634965578 0.0001265607293 -3.165317077e-05 -0.0001990628604 0.0003187593992 -0.0005686261676 -0.0006180129019 0.0001004128479 0.0002642107357 0.000205063005 0.0003096010922 0.0001703163945    52.25537945 
22           NO_ID -0.003473325347 -0.001676960279  2.1399606e-05 -0.0008200763456 -0.000634966293 0.0001265608319 -3.165434926e-05 -0.0001990649271 0.0003187596592 -0.0005686264404 -0.000618011998 0.0001004150214 0.0002642115759 0.0002050625803 0.0003096007925 0.000170316094    52.25537945 
23           NO_ID -0.003908296504 -0.001623388237 0.0001947043859 -0.0006631277409 -0.0004096178839 0.0002314455505 -2.816989462e-06 -0.0001126506058 0.0002821208829 -0.0003644751266 -0.0003807308641 0.0001507386169 7.721512113e-05 -1.478876995e-06 0.0001817894854 0.0001446358791    47.03391485 
24           NO_ID -0.004156451332 -0.00159282541 0.0002935756638 -0.0005735888044 -0.0002810562088 0.0002912827206 1.363415633e-05 -6.335210193e-05 0.0002612184767 -0.0002480062189 -0.0002453606028 0.0001794496502 -2.946655372e-05 -0.0001193117682 0.0001088725012 0.0001299850521    46.23756578 
25           NO_ID -0.004157151145 -0.001592739221 0.0002938544872 -0.0005733362987 -0.0002806936565 0.0002914514654 1.368054963e-05 -6.321307693e-05 0.0002611595306 -0.000247677769 -0.0002449788498 0.0001795306172 -2.9767403e-05 -0.0001196440646 0.0001086668706 0.0001299437358    46.23756215 
26           NO_ID -0.00437098356 -0.001244148954 0.0003097329105 -0.00065028799 -0.0002101506348 0.0002317923991 -8.023626932e-05 -3.992688544e-06 0.0004316348655 -0.0001774540512 -0.00012103228 0.000192712798 -0.0001592373095 -0.0001902838435 5.087208499e-05 -1.188641124e-05    116.5552165 
27           NO_ID -0.00416155509 -0.001585559895 0.0002941815083 -0.000574921143 -0.0002792408008 0.0002902227681 1.174630324e-05 -6.199341443e-05 0.0002646705236 -0.0002462314895 -0.0002424261313 0.0001798021083 -3.243387639e-05 -0.000121098913 0.0001074765688 0.0001270226994    46.20644526 
28           NO_ID -0.004161556368 -0.001585557812 0.0002941816032 -0.0005749216027 -0.0002792403794 0.0002902224118 1.174574219e-05 -6.199306065e-05 0.000264671542 -0.00024623107 -0.0002424253908 0.0001798021871 -3.243464983e-05 -0.000121099335 0.0001074762235 0.0001270218521    46.20644526 
29           NO_ID -0.004340784904 -0.001248749148 0.0003034250584 -0.0005852226065 -0.0001362477414 0.0002123719443 -0.0001124755774 2.079279463e-05 0.0003591296634 -0.0001834080888 -0.0001139021077 0.0001628435309 -0.0001533539541 -0.0001014883485 0.0001503118336 -1.423435218e-05    47.21519654 
30           NO_ID -0.00422663771 -0.00146325588 0.0002975380618 -0.0005786618501 -0.0002273166108 0.0002619532774 -3.336162407e-05 -3.193176762e-05  0.00029897089 -0.0002234188145 -0.0001957559933 0.0001736440444 -7.634284032e-05 -0.0001139778494 0.000123031075 7.572889524e-05    45.72062463 
31           NO_ID -0.004226631291 -0.001463267942 0.0002975377308 -0.0005786614812 -0.0002273217316 0.0002619560654 -3.335717549e-05 -3.193473232e-05 0.0002989675072 -0.0002234210643 -0.0001957605959 0.0001736446517 -7.633850999e-05 -0.0001139785517 0.000123029541 7.573395387e-05    45.72062463 
32           NO_ID -0.00425514638 -0.001429774089 0.000297652603 -0.0005823386359 -0.0002129332043 0.0002590035359 -3.89408074e-05 -1.788546218e-05 0.0003097881693 -0.0002270905103 -0.0001938628353 0.0001653163172 -8.830774142e-05 -0.0001095206248 0.0001303575197  6.6162283e-05    45.47776485 
33           NO_ID -0.004369181058 -0.001295846924 0.0002981107678 -0.0005970457795 -0.0001553995785 0.0002472045701 -6.125754073e-05 3.829975956e-05 0.0003530572866 -0.0002417772937 -0.0001862902037 0.0001320054082 -0.0001361673458 -9.16917266e-05 0.0001596632987 2.789583405e-05    44.76414395 
34           NO_ID -0.004509044712 -0.001131585115 0.0002986727074 -0.0006150841065 -8.483452568e-05 0.000232733126 -8.862903767e-05 0.0001072109932 0.0004061269046 -0.0002597906491 -0.0001770023629 9.114954316e-05 -0.000194867201 -6.982456414e-05 0.0001956068676 -1.90380059e-05    44.45212831 
35           NO_ID -0.004622740569 -0.001029689928 0.0003271186651 -0.0005777032393 -4.136802513e-05 0.0001817060441 -8.959123575e-05 0.0001728994734 0.0004302904314 -0.000249500338 -0.0001787776801 5.015328987e-05 -0.0001777921962 -1.007235547e-07 0.000210171893 -8.683971396e-05    49.16951582 
36           NO_ID -0.004517726893 -0.001123804071 0.0003008449322 -0.0006122295833 -8.15152839e-05 0.0002288365339 -8.870251421e-05 0.0001122271768 0.0004079721092 -0.0002590048478 -0.0001771379319 8.80189374e-05 -0.0001935632987 -6.450022742e-05 0.0001967190998 -2.42155624e-05    44.41968709 
37           NO_ID -0.004517720208 -0.001123810063 0.0003008432596 -0.0006122317813 -8.151783972e-05 0.0002288395343 -8.870245763e-05 0.0001122233144 0.0004079706884 -0.0002590054529 -0.0001771378275 8.802134797e-05 -0.0001935643027 -6.450432716e-05 0.0001967182433 -2.421157568e-05     44.4196871 
38           NO_ID -0.004611299432 -0.001040963779 0.0003238198518 -0.0005983952095 -7.176754715e-05 0.0001860378916 -7.945323266e-05 0.0001577173473 0.0004467702493 -0.0002494636341 -0.0001838038996 6.215201747e-05 -0.0001720848739 -2.493716285e-05 0.000180089693 -8.197707111e-05    45.32645998 
39           NO_ID -0.004536950148 -0.001106785616 0.000305564829 -0.0006093874921 -7.951273885e-05 0.0002200441125 -8.680237026e-05 0.0001215725375 0.0004159426797 -0.0002570447302 -0.0001785073678 8.270491695e-05 -0.0001891508372 -5.637251315e-05 0.0001933028056 -3.608190905e-05    44.35474982 
40           NO_ID -0.004536944245 -0.001106790842 0.0003055633798 -0.0006093883647 -7.95133537e-05 0.0002200468121 -8.680295368e-05 0.0001215696682 0.0004159402325 -0.0002570453321 -0.0001785069473 8.270654854e-05 -0.000189152192 -5.637500864e-05 0.0001933038545 -3.607826566e-05    44.35474982 
41           NO_ID -0.004546053095 -0.001094999173 0.0002922681704 -0.0006078999607 -7.545258994e-05 0.0002129541322 -8.055265183e-05 0.0001239380294 0.0004079903919 -0.0002595803902 -0.0001750846764 8.131730401e-05 -0.0001830227642 -5.46754286e-05 0.0001847296448 -3.794456892e-05    44.30855024 
42           NO_ID -0.004582464882 -0.001047853401 0.000239081536 -0.0006019498349 -5.921199428e-05 0.0001845942109 -5.555377811e-05 0.000133399997 0.0003761812405 -0.0002697230301 -0.0001613939107 7.576685228e-05 -0.0001585104724 -4.788709043e-05 0.0001504370015 -4.53952084e-05    44.16957984 
43           NO_ID -0.004646904338 -0.0009644175647 0.0001449549357 -0.0005914196498 -3.047033632e-05 0.0001344044782 -1.131223097e-05 0.0001501452347 0.0003198872615 -0.000287672882 -0.0001371647931 6.594398686e-05 -0.0001151300495 -3.587348586e-05 8.974788354e-05 -5.858091515e-05    44.10334685 
44           NO_ID -0.00467987513 -0.0009227728493 9.461130449e-05 -0.0005799011415 -1.028683266e-05 0.0001059021434 1.045219713e-05 0.000160783984 0.0002847085282 -0.0002954883404 -0.0001232358346 5.764382432e-05 -9.265446237e-05 -2.430523609e-05 6.395804404e-05 -6.462557195e-05    44.30601044 
45           NO_ID -0.004654106371 -0.0009553208279 0.0001339580358 -0.0005889035841 -2.606151709e-05 0.0001281785204 -6.558079732e-06 0.0001524691287 0.0003122029328 -0.0002893800654 -0.0001341221965 6.413092621e-05 -0.000110220555 -3.334655482e-05 8.411443446e-05 -5.990129042e-05    44.08625756 
46           NO_ID -0.004654076585 -0.00095535845 0.0001340035166 -0.00058891399 -2.6079751e-05 0.0001282042696 -6.577741852e-06 0.0001524595176 0.0003122347135 -0.0002893730049 -0.00013413478 6.413842463e-05 -0.0001102408595 -3.335700565e-05 8.413773316e-05 -5.989582964e-05    44.08625761 
47           NO_ID -0.004678683367 -0.0009360673954 8.973006596e-05 -0.0005682097668 -1.224730314e-05 9.063901885e-05 5.88026036e-06 0.0001642773724 0.0002878435976 -0.0002774258735 -0.0001234497608 3.791785219e-05 -0.0001038734786 -1.910798654e-05 7.600952508e-05 -5.671404648e-05    45.51007771 
48           NO_ID -0.004655159662 -0.0009544956877 0.0001320625673 -0.0005880167137 -2.546948434e-05 0.0001265696981 -6.025012499e-06 0.000152975192 0.0003111589701 -0.0002888677472 -0.0001336648102 6.300751821e-05 -0.0001099485397 -3.27363356e-05 8.376708412e-05 -5.97646954e-05    44.08341255 
49           NO_ID -0.004655154184 -0.000954499979 0.000132072425 -0.000588021326 -2.547256327e-05 0.000126578065 -6.027784781e-06 0.0001529725602 0.0003111643994 -0.0002888704116 -0.0001336671889 6.301336063e-05 -0.0001099499543 -3.273950912e-05 8.376889056e-05 -5.976540578e-05    44.08341255 
50           NO_ID -0.004657269762 -0.0009531199268 0.0001284166636 -0.0005869826853 -2.545943652e-05 0.0001232369922 -4.935438431e-06 0.0001537113078 0.0003104516069 -0.0002873663294 -0.0001330491646 6.057498633e-05 -0.000109907297 -3.239552857e-05 8.247310933e-05 -5.92744224e-05    44.07419502 
51           NO_ID -0.004665710163 -0.0009476168829 0.0001138330487 -0.0005828465716 -2.541924527e-05 0.0001099061685 -5.771421582e-07 0.0001566557708 0.000307622154 -0.0002813606583 -0.0001305865822 5.084485882e-05 -0.0001097423262 -3.103230045e-05 7.729721017e-05 -5.731333042e-05    44.05186632 
52           NO_ID -0.004669959385 -0.0009448464397 0.0001064910979 -0.0005807642934 -2.539901146e-05 0.0001031949208 1.616991279e-06 0.0001581381263 0.000306197699 -0.0002783371732 -0.0001293468238 4.594633959e-05 -0.0001096592736 -3.034599915e-05 7.469146409e-05 -5.632604152e-05    44.04943019 
53           NO_ID -0.004670141951 -0.0009445801552 0.0001064212956 -0.0005813745148 -2.605203806e-05 0.0001032506394 1.808717308e-06 0.0001578722601 0.0003069124377 -0.0002783323588 -0.000129480846 4.60789171e-05 -0.0001097352842 -3.097931431e-05 7.405328509e-05 -5.618398802e-05    44.03599224 
54           NO_ID -0.004670297906 -0.0009443526861 0.0001063616682 -0.0005818957861 -2.660987498e-05 0.0001032982361 1.972496025e-06 0.0001576451484 0.0003075229911 -0.0002783282461 -0.0001295953321 4.61921692e-05 -0.0001098002149 -3.152031308e-05 7.350813147e-05 -5.606264122e-05    44.03238275 
55           NO_ID -0.004670297454 -0.0009443533454 0.000106361841 -0.0005818942753 -2.660825819e-05 0.0001032980981 1.972021342e-06 0.0001576458066 0.0003075212216 -0.0002783282581 -0.0001295950003 4.619184096e-05 -0.0001098000267 -3.151874509e-05 7.35097115e-05 -5.606299292e-05    44.03238274 
56           NO_ID -0.00467142982 -0.0009421640802 0.0001046271689 -0.0005807355508 -2.777293728e-05 0.0001025810415 2.243108722e-06 0.0001530967471 0.0003095282234 -0.0002756299528 -0.00012991084 4.303256199e-05 -0.0001122653038 -3.31162888e-05 7.752473328e-05 -4.604301173e-05    44.01127937 
57           NO_ID -0.004673586246 -0.0009379949455 0.0001013237402 -0.00057852893 -2.999089784e-05 0.0001012155124 2.75935489e-06 0.0001444337302 0.000313350264 -0.0002704914262 -0.0001305123104 3.701617839e-05 -0.0001169600625 -3.615857658e-05 8.51707536e-05 -2.696142664e-05    43.99550204 
58           NO_ID -0.004673564941 -0.0009380361359 0.0001013563775 -0.0005785507311 -2.996898478e-05 0.0001012290036 2.754254469e-06 0.0001445193193 0.0003133125029 -0.0002705421939 -0.000130506368 3.707561921e-05 -0.0001169136791 -3.612851931e-05 8.509521226e-05 -2.714994935e-05    43.99550135 
59           NO_ID -0.004675194522 -0.0009353674323 0.0001020583824 -0.0005748753812 -3.331842157e-05 9.734186001e-05 3.29373657e-06 0.000138922855 0.0003173161929 -0.0002643006235 -0.0001307425252 3.320521724e-05 -0.0001167525458 -3.585073909e-05 8.852849944e-05 -1.751637525e-05    43.97017837 
60           NO_ID -0.004681712849 -0.0009246926182 0.000104866402 -0.0005601739819 -4.671616875e-05 8.179328565e-05 5.451664973e-06 0.0001165369979 0.0003333309526 -0.0002393343419 -0.000131687154 1.772360939e-05 -0.0001161080126 -3.473961823e-05 0.0001022616482 2.101792112e-05    43.90160104 
61           NO_ID -0.004686782573 -0.0009163901259 0.0001070503801 -0.0005487397543 -5.713646181e-05 6.970015541e-05 7.130025228e-06 9.912607142e-05 0.0003457866653 -0.0002199164526 -0.0001324218528 5.682563328e-06 -0.0001156067176 -3.387542779e-05 0.0001129428047 5.098853154e-05    43.88445113 
62           NO_ID -0.004689982806 -0.0009106321393 0.0001075427894 -0.0005303529127 -5.864243601e-05 5.782777813e-05 7.874311438e-06 8.541327291e-05 0.0003466362679 -0.0002027418875 -0.0001311635126 -6.748787505e-06 -0.0001128345205 -2.564945937e-05 0.0001295012298 7.794274861e-05    44.52485747 
63           NO_ID -0.004686947842 -0.0009160927665 0.0001070758096 -0.0005477902035 -5.721423476e-05 6.908703079e-05 7.168462365e-06 9.841790201e-05 0.0003458305413 -0.0002190295074 -0.0001323568684 5.040571661e-06 -0.0001154635531 -3.345061449e-05 0.0001137979306 5.238052691e-05    43.88254768 
64           NO_ID -0.004686947737 -0.0009160929553 0.0001070757935 -0.0005477908065 -5.721418538e-05 6.908742013e-05 7.168437957e-06 9.841835171e-05 0.0003458305134 -0.0002190300706 -0.0001323569096 5.040979335e-06 -0.000115463644 -3.345088425e-05 0.0001137973876 5.237964297e-05    43.88254768 
65           NO_ID -0.004701217754 -0.0008921024841 8.068066263e-05 -0.0005307761822 -6.601550012e-05 5.457973882e-05 3.056911923e-05 7.557018519e-05 0.0003295449347 -0.0002107073897 -0.0001281932998 2.191677799e-06 -8.839216778e-05 -3.246975373e-05 0.0001007422278 7.837429447e-05    43.88089053 
66           NO_ID -0.004694299044 -0.0009037340771 9.347824468e-05 -0.0005390253628 -6.174824161e-05 6.161354164e-05 1.92234038e-05 8.664780983e-05 0.0003374409463 -0.0002147423353 -0.0001302119895 3.572952659e-06 -0.0001015176213 -3.294532017e-05 0.0001070722334 6.577131963e-05     43.8680852 
67           NO_ID -0.004694287621 -0.0009037532811 9.34993738e-05 -0.0005390389824 -6.174119626e-05 6.162515462e-05 1.920467175e-05 8.666609926e-05 0.0003374539828 -0.0002147489971 -0.0001302153224 3.575233178e-06 -0.0001015392917 -3.294610534e-05 0.0001070826844 6.575051182e-05    43.86808524 
68           NO_ID -0.004696260607 -0.0009004339415 8.955696487e-05 -0.0005361216257 -6.257693151e-05 5.942396437e-05 2.24945385e-05 8.349331526e-05 0.0003345668008 -0.000213493226 -0.0001295072043 2.972307342e-06 -9.76192013e-05 -3.240298808e-05 0.0001056618813 6.956303801e-05    43.86120811 
69           NO_ID -0.004700455743 -0.0008933760384 8.117063883e-05 -0.0005299114884 -6.434922626e-05 5.474117974e-05 2.949041827e-05 7.674689031e-05 0.0003284199503 -0.0002108217925 -0.0001279999009 1.687724832e-06 -8.928176487e-05 -3.124311836e-05 0.0001026456028 7.767227481e-05    43.85502906 
70           NO_ID -0.004700650837 -0.0008930478115 8.078063381e-05 -0.0005296226868 -6.443164661e-05 5.452340744e-05 2.981576077e-05 7.643314868e-05 0.0003281340918 -0.0002106975578 -0.0001279298039 1.627985486e-06 -8.889403345e-05 -3.118917877e-05 0.0001025053311 7.804939383e-05    43.85502454 
71           NO_ID -0.004704226091 -0.0008884896093 6.965783777e-05 -0.0005261015721 -6.676652201e-05 4.919710023e-05 3.540634011e-05 7.239516025e-05 0.000323608077 -0.0002077409044 -0.0001265949058 -1.761850098e-06 -8.51871208e-05 -3.219620028e-05 9.885258868e-05 8.400182908e-05    43.84435961 
72           NO_ID -0.00470860801 -0.0008829029652 5.602546706e-05 -0.0005217860079 -6.962820238e-05 4.266904793e-05 4.225829081e-05 6.744610293e-05 0.0003180608827 -0.0002041171577 -0.000124958822 -5.916515453e-06 -8.064383803e-05 -3.343043047e-05 9.437569825e-05 9.129727922e-05    43.83959311 
73           NO_ID -0.004708736476 -0.0008827391796 5.562580192e-05 -0.000521659487 -6.97120993e-05 4.247766266e-05 4.245917192e-05 6.730100963e-05 0.0003178982536 -0.000204010919 -0.0001249108563 -6.038319279e-06 -8.051064097e-05 -3.346661484e-05 9.424444764e-05 9.151116257e-05    43.83959137 
74           NO_ID -0.00471227782 -0.0008783257261 4.408007007e-05 -0.0005173726445 -7.151362231e-05 3.679793696e-05 4.802698365e-05 6.340937827e-05 0.0003125597165 -0.0002008400691 -0.000123408191 -9.846895235e-06 -7.672177395e-05 -3.388103219e-05 9.117669153e-05 9.760484772e-05      43.827129 
75           NO_ID -0.00472292111 -0.0008650613641 9.380085894e-06 -0.0005044888039 -7.692798846e-05 1.972787206e-05 6.476069802e-05 5.17133205e-05 0.000296515073 -0.0001913102754 -0.0001188920233 -2.129333511e-05 -6.533456806e-05 -3.512653794e-05 8.195673998e-05 0.0001159190422    43.81047416 
76           NO_ID -0.004723459507 -0.0008643903791 7.624768085e-06 -0.0005038370677 -7.720187716e-05 1.886437343e-05 6.560718218e-05 5.112166898e-05 0.0002957034458 -0.0001908282055 -0.0001186635704 -2.187235958e-05 -6.475853998e-05 -3.518954253e-05 8.149034365e-05 0.0001168454758    43.81046109 
77           NO_ID -0.004730497225 -0.0008573706009 -9.218224837e-06 -0.0004965413083 -8.328128658e-05 6.615510598e-06 7.499997405e-05 4.633885441e-05 0.0002905185112 -0.0001833481071 -0.0001172979231 -2.919708684e-05 -5.691342071e-05 -3.457237173e-05 7.411472344e-05 0.0001224976562    43.80433458 
78           NO_ID -0.004728314266 -0.000859547995 -3.99386688e-06 -0.0004988043063 -8.139557594e-05 1.041486172e-05 7.208651875e-05 4.782238738e-05 0.0002921267738 -0.0001856682833 -0.0001177215195 -2.692510363e-05 -5.934681906e-05 -3.476380571e-05 7.640249262e-05 0.0001207444634    43.80279729 
79           NO_ID -0.00472831536 -0.0008595469043 -3.996484015e-06 -0.0004988031727 -8.139652058e-05 1.041295844e-05 7.208797824e-05 4.782164421e-05 0.0002921259681 -0.000185667121 -0.0001177213073 -2.692624177e-05 -5.934560005e-05 -3.476370981e-05 7.640134657e-05 0.0001207453417    43.80279728 
80           NO_ID -0.004733899727 -0.0008542207868 -1.753150481e-05 -0.0004914203767 -8.527691745e-05 -4.191084995e-08 7.939832355e-05 4.448808494e-05 0.0002867511915 -0.0001792655184 -0.0001164694497 -3.348779967e-05 -5.270023625e-05 -3.276276826e-05 7.175865686e-05 0.0001250200919    43.79269847 
81           NO_ID -0.004734510877 -0.0008536378994 -1.901277011e-05 -0.0004906124075 -8.570158597e-05 -1.186086044e-06 8.019836376e-05 4.412326203e-05 0.0002861629788 -0.0001785649305 -0.0001163324471 -3.420589299e-05 -5.197297126e-05 -3.254378631e-05 7.125056343e-05 0.0001254879182    43.79259165 
82           NO_ID -0.004734539274 -0.0008536108153 -1.908159763e-05 -0.0004905748649 -8.572131834e-05 -1.239250554e-06 8.023553791e-05 4.410631041e-05 0.0002861356473 -0.0001785323775 -0.0001163260812 -3.423925945e-05 -5.193917864e-05 -3.253361124e-05 7.122695469e-05 0.0001255096559    43.79259148 
83           NO_ID -0.004740843148 -0.0008450974783 -2.719192689e-05 -0.0004904714666 -8.989064674e-05 -5.356426895e-06 8.459992263e-05 4.33565962e-05 0.0002876733829 -0.0001779285948 -0.0001184624576 -3.852793988e-05 -4.932311484e-05 -3.221744353e-05 6.867051443e-05 0.0001254767421    43.85081601 
84           NO_ID -0.004734958493 -0.0008530446639 -1.962094832e-05 -0.0004905679887 -8.599858577e-05 -1.513049784e-06 8.052577692e-05 4.405645314e-05 0.0002862379094 -0.0001784922249 -0.0001164681539 -3.4524464e-05 -5.176520594e-05 -3.251258555e-05 7.105694707e-05 0.0001255074671    43.79229363 
85           NO_ID -0.004734959653 -0.0008530430965 -1.96224416e-05 -0.0004905679697 -8.599935344e-05 -1.513807843e-06 8.05265805e-05 4.40563151e-05 0.0002862381925 -0.0001784921137 -0.0001164685472 -3.452525363e-05 -5.176472427e-05 -3.251252733e-05 7.105647637e-05 0.000125507461    43.79229363 
86           NO_ID -0.004739052099 -0.0008471346572 -2.472653023e-05 -0.0004893363988 -8.6900096e-05 -3.884867891e-06 8.264583323e-05 4.442738409e-05 0.0002859501742 -0.0001786688958 -0.0001179842092 -3.795781431e-05 -5.032857379e-05 -3.049835603e-05 7.190232924e-05 0.0001250854806    43.78784838 
87           NO_ID -0.00474830289 -0.0008337791369 -3.626419935e-05 -0.0004865532336 -8.893734207e-05 -9.244737346e-06 8.743676766e-05 4.52656193e-05 0.0002852999462 -0.0001790681392 -0.0001214102132 -4.571654985e-05 -4.708205133e-05 -2.594657054e-05 7.381273631e-05 0.0001241318692    43.78372025 
88           NO_ID -0.00474834446 -0.0008337191216 -3.63160458e-05 -0.000486540727 -8.894649678e-05 -9.268822818e-06 8.745829652e-05 4.526938605e-05 0.0002852970243 -0.0001790699333 -0.0001214256085 -4.575141503e-05 -4.706746253e-05 -2.592611633e-05 7.382132104e-05 0.000124127584    43.78372022 
89           NO_ID -0.004751672452 -0.0008279461448 -4.088445178e-05 -0.0004862202728 -9.015898223e-05 -1.119264017e-05 8.910168378e-05 4.518975307e-05 0.0002856786568 -0.0001791694837 -0.0001224446552 -4.822535052e-05 -4.607634534e-05 -2.494807471e-05 7.395519008e-05 0.000123591417    43.78315897 
90           NO_ID -0.004750249561 -0.0008304143947 -3.893121903e-05 -0.0004863572837 -8.964058122e-05 -1.037010752e-05 8.839904969e-05 4.522380034e-05 0.0002855154889 -0.0001791269207 -0.0001220089594 -4.716761357e-05 -4.650009983e-05 -2.536623871e-05 7.389795406e-05 0.0001238206564    43.78244991 
