%eval_id interface           X001           X002           X003           X004           X005           X006           X007           X008           X009           X010           X011           X012           X013           X014           X015           X016           X017           X018           X019           X020           X021           X022           X023           X024           X025           X026           X027           X028           X029           X030           X031           X032           X033           X034           X035           X036           X037           X038           X039           X040           Y001           Y002           Y003           Y004           Y005           Y006           Y007           Y008           Y009           Y010           Y011           Y012           Y013           Y014           Y015           Y016           Y017           Y018           Y019           Y020           Y021           Y022           Y023           Y024           Y025           Y026           Y027           Y028           Y029           Y030           Y031           Y032           Y033           Y034           Y035           Y036           Y037           Y038           Y039           Y040         obj_fn 
28           NO_ID 3.586612946e-05 6.61667628e-05 -4.47509609e-05 -0.0001309428747 5.175312415e-07 4.343710011e-05 0.0002157743846 5.236414127e-05 -4.101817222e-05 2.369660757e-05 -7.081443101e-05 -0.0002221351555 -0.0001291914484 -9.975540398e-05 -8.37903878e-05 -7.763264142e-05 -4.357605151e-05 2.392323876e-07 -1.005174382e-05 -3.659102702e-05 2.124410823e-05 -2.770827761e-06 3.241748228e-05 3.24750776e-05 1.982008777e-05 -6.354310323e-06 -1.6453761e-06 -1.04581301e-06 -4.076363397e-06 -6.007785431e-05 -6.945985123e-05 -8.149571153e-06 -3.418552618e-05 -6.756784819e-05 -1.737322288e-05 1.223017172e-05 3.04481211e-05 -3.82859721e-05 4.554460922e-06 7.057782733e-05 -1.778345777e-05 0.0001180601232 0.0001112031397 4.447365311e-05 -6.847642286e-05 -0.0001037866263 0.0001043560514 3.900882943e-05 0.000214036755 0.0001521355903 9.47289056e-05 1.897795531e-05 3.389329537e-05 -6.994365572e-05 -6.834423588e-05 -1.650844698e-06 -6.161962399e-05 -2.004952641e-05 2.65392361e-05 -1.927501952e-05 2.400111862e-05 -3.915932443e-07 -1.240616089e-05 -1.28218557e-05 1.183066438e-05 5.41061174e-06 2.407719968e-06 -1.553846383e-05 -4.825350068e-05 -1.181571703e-06 9.617753801e-07 7.01285394e-06 -1.269982955e-07 2.39267056e-05 5.982475262e-05 6.735316712e-05 -2.585250287e-05 -1.885089806e-05 -5.499651727e-05  -1.812751e-05    19.90087977 
29           NO_ID 3.865386531e-05 5.862976089e-05 -5.215572948e-05 -0.0001249462093 3.847180527e-06 4.776305573e-05 0.0002151779666 5.205881739e-05 -4.649029273e-05 2.173110502e-05 -7.329131102e-05 -0.0002293157202 -0.0001387766107 -0.000112430222 -9.73813646e-05 -8.948371744e-05 -5.779837322e-05 -1.568034485e-05 -2.267706393e-05 -4.744757752e-05 1.242323948e-05 -9.28248217e-06 2.561615598e-05 2.919904332e-05 2.201677825e-05 -6.388696406e-06 -4.961549105e-06 -1.274933867e-06 1.867699469e-07 -5.389160387e-05 -6.856153416e-05 -1.177129076e-05 -3.490038385e-05 -6.57365487e-05 -2.072985142e-05 5.864375263e-06 2.845977812e-05 -4.096101742e-05 -8.192730808e-07 8.561891709e-05 -5.968571999e-06 0.0001148698462 0.0001065381316 4.137190548e-05 -6.684698804e-05 -0.0001042067551 0.0001065041928  4.0925122e-05 0.0002193003288 0.0001634945593 0.0001041564198 2.518833099e-05 3.795753783e-05 -6.399029457e-05 -5.914309996e-05 3.659611888e-06 -5.938457926e-05 -1.84575798e-05 2.516295916e-05 -2.104742652e-05 2.162951306e-05 -3.488987977e-06 -1.125420165e-05 -8.910146363e-06 1.02545958e-05 -1.225178977e-06 -2.740742365e-06 -1.402515002e-05 -4.53836543e-05 -2.502573152e-06 -1.833637873e-06 1.036795196e-05 8.697250871e-06 2.874191486e-05 6.030757854e-05 6.701967235e-05 -2.877672553e-05 -2.321900071e-05 -5.628860108e-05  -1.812751e-05    19.63847433 
30           NO_ID 4.574068156e-05 3.946999287e-05 -7.097952218e-05 -0.0001097024175 1.231167621e-05 5.876014182e-05 0.0002136621713 5.128260985e-05 -6.040127598e-05 1.673473854e-05 -7.958791351e-05 -0.0002475699219 -0.0001631433141 -0.0001446511488 -0.0001319314906 -0.0001196107535 -9.395321379e-05 -5.614995284e-05 -5.477228246e-05 -7.504598998e-05 -1.000016197e-05 -2.583596898e-05 8.326506504e-06 2.087154398e-05 2.760106646e-05 -6.476649344e-06 -1.339194558e-05 -1.857028141e-06 1.102419641e-05 -3.816604093e-05 -6.627808199e-05 -2.097749847e-05 -3.671703167e-05 -6.108153223e-05 -2.926327428e-05 -1.031808098e-05 2.340549068e-05 -4.776167667e-05 -1.448091911e-05 0.0001238546293 2.406609043e-05 0.0001067602666 9.467914344e-05 3.348694752e-05 -6.270492859e-05 -0.0001052749889 0.0001119653269 4.579648161e-05 0.0002326812717 0.0001923705554 0.0001281221248 4.097585712e-05 4.828947986e-05 -4.885611704e-05 -3.575267509e-05 1.715957111e-05 -5.370285705e-05 -1.441085771e-05 2.166425565e-05 -2.555324736e-05 1.560011844e-05 -1.136305977e-05 -8.325381557e-06 1.034188612e-06 6.247939563e-06 -1.809387012e-05 -1.582804871e-05 -1.017805304e-05 -3.808887388e-05 -5.861295332e-06 -8.939683347e-06 1.889711123e-05 3.112905323e-05 4.098257036e-05 6.153571425e-05 6.617297485e-05 -3.621019578e-05 -3.432359466e-05 -5.95734692e-05  -1.812751e-05    19.36078726 
31           NO_ID 4.570931939e-05 3.955478297e-05 -7.089621892e-05 -0.0001097698778 1.227421723e-05 5.871147505e-05 0.0002136688794 5.12860449e-05 -6.033971399e-05 1.675684958e-05 -7.956004838e-05 -0.0002474891393 -0.0001630354812 -0.0001445085575 -0.0001317785916 -0.0001194774286 -9.37932133e-05 -5.597085767e-05 -5.463024751e-05 -7.49238553e-05 -9.90092891e-06 -2.576271279e-05 8.403020533e-06 2.090839669e-05 2.757635362e-05 -6.476260115e-06 -1.33546375e-05 -1.854452128e-06 1.09762362e-05 -3.823563321e-05 -6.628818724e-05 -2.093675709e-05 -3.670899223e-05 -6.110213265e-05 -2.922551027e-05 -1.024646675e-05 2.342785804e-05 -4.773158087e-05 -1.442046054e-05  0.00012368542 2.393317431e-05 0.0001067961549 9.473162449e-05 3.35218418e-05 -6.272325896e-05 -0.0001052702616 0.0001119411591 4.577492378e-05 0.0002326220553 0.0001922427669 0.0001280160664 4.090599063e-05 4.824375663e-05 -4.892309219e-05 -3.585618763e-05 1.709982806e-05 -5.372800108e-05 -1.442876617e-05 2.167973889e-05 -2.553330719e-05 1.562680107e-05 -1.132821367e-05 -8.338342827e-06 9.90180714e-07 6.265670716e-06 -1.801921901e-05 -1.577013183e-05 -1.019507807e-05 -3.812115637e-05 -5.846431562e-06 -8.908236083e-06 1.885936608e-05  3.1029783e-05 4.092840027e-05 6.153027922e-05 6.617672184e-05 -3.617729952e-05 -3.427445212e-05 -5.955893226e-05  -1.812751e-05    19.36078498 
32           NO_ID 4.046164364e-05 3.451182754e-05 -8.014600975e-05 -9.766362932e-05 2.366804418e-05  5.5142956e-05 0.0002120852913 4.586933676e-05 -7.394341672e-05 1.933800902e-05 -8.166745732e-05 -0.0002599859438 -0.0001663254685 -0.0001501511248 -0.0001460995106  -0.0001285414 -0.0001009795704 -7.061258197e-05 -7.140881517e-05 -8.696610132e-05 -2.019737079e-05 -3.613786884e-05 -2.018066091e-06 1.483050036e-05 2.505424796e-05 -1.299103934e-05 -2.353034194e-05 -1.039744336e-05 8.17786331e-06 -3.5470998e-05 -6.66309121e-05 -2.518174611e-05 -2.936540728e-05 -4.246639986e-05 -2.421307051e-05 -1.554336192e-05 3.111715093e-05 -3.725837958e-05 -2.041258979e-05 0.0001326781451 4.135039751e-05 0.0001001453599 7.837989196e-05 3.811157641e-05 -5.789879735e-05 -0.0001062359996 0.0001198663748 4.520490248e-05 0.0002416204353 0.0002058457958 0.0001324887852 4.391622741e-05 5.300126434e-05 -4.719099194e-05 -2.88409428e-05 3.104859927e-05 -4.527046331e-05 -1.144746359e-05 2.397443496e-05 -2.411601592e-05 1.269532831e-05 -1.593058923e-05 -6.350510703e-06 7.369758243e-06 8.487588052e-06 -1.908266921e-05 -1.513177594e-05 -5.623289154e-06 -3.516822431e-05 -1.348363226e-05 -2.390435486e-05 1.349392675e-05 3.365497882e-05 3.72947024e-05 5.69655473e-05 7.515165086e-05 -1.899891646e-05 -2.9594714e-05 -6.101488182e-05  -1.812751e-05    20.53338421 
33           NO_ID 4.522340636e-05 3.90878262e-05 -7.175271122e-05 -0.0001086488893 1.332923839e-05 5.838104498e-05 0.0002135222457 5.078448017e-05 -6.159936048e-05 1.699585425e-05 -7.975518571e-05 -0.0002486462916 -0.0001633401204 -0.0001450310359 -0.0001331046494 -0.0001203167148 -9.445864019e-05 -5.732662066e-05 -5.618387334e-05 -7.603891738e-05 -1.085433676e-05 -2.672340924e-05 7.438071097e-06 2.034560868e-05 2.734281709e-05 -7.079501674e-06 -1.429686556e-05 -2.645497712e-06 1.071711847e-05 -3.797963945e-05 -6.631992214e-05 -2.132982548e-05 -3.60290067e-05 -5.937654102e-05 -2.876137912e-05 -1.073693729e-05 2.41398547e-05 -4.676180583e-05 -1.497530688e-05 0.0001245181091  2.5545937e-05 0.0001061803189 9.321752182e-05 3.394683221e-05 -6.227653381e-05 -0.0001053596849 0.0001126750012 4.572214217e-05 0.000233455268 0.000193502351 0.0001284302217 4.118472608e-05 4.868428213e-05 -4.876270689e-05 -3.520660504e-05 1.839142647e-05 -5.294486813e-05 -1.415270991e-05 2.189221824e-05 -2.540207189e-05 1.535535884e-05 -1.175437457e-05 -8.15427781e-06 1.580903156e-06 6.471411053e-06 -1.811769009e-05 -1.571102272e-05 -9.771749364e-06 -3.78477271e-05 -6.553604698e-06 -1.029681454e-05 1.836254864e-05 3.127286525e-05 4.059193491e-05 6.110760397e-05 6.700776308e-05 -3.458665244e-05 -3.384112777e-05 -5.969374716e-05  -1.812751e-05    19.34841754 
34           NO_ID 4.522233878e-05 3.908680026e-05 -7.175459299e-05 -0.0001086464264 1.333155634e-05  5.8380319e-05 0.0002135219235 5.07833782e-05 -6.160212801e-05 1.699637936e-05 -7.975561444e-05 -0.000248648834 -0.0001633407897 -0.0001450321838 -0.0001331075628 -0.0001203185588 -9.446010217e-05 -5.732959936e-05 -5.618728677e-05 -7.604136725e-05 -1.085643146e-05 -2.672551996e-05 7.435951037e-06 2.03443722e-05 2.734230399e-05 -7.080827037e-06 -1.42989357e-05 -2.647235694e-06 1.071654917e-05 -3.797907701e-05 -6.631999186e-05 -2.133068908e-05 -3.602751272e-05 -5.937274978e-05 -2.876035939e-05 -1.073801489e-05 2.414141901e-05 -4.675967517e-05 -1.497652591e-05 0.0001245199386 2.554948035e-05 0.0001061789658 9.321419523e-05 3.394776594e-05 -6.227555232e-05 -0.0001053598814 0.0001126766135 4.57220262e-05 0.0002334570986 0.0001935051184 0.0001284311316 4.118533848e-05   4.868525e-05 -4.876235451e-05 -3.520517786e-05 1.83942642e-05 -5.294314754e-05 -1.415210339e-05 2.189268507e-05 -2.540178356e-05 1.535476246e-05 -1.175531087e-05 -8.153873407e-06 1.582201013e-06 6.471863079e-06 -1.811790644e-05 -1.571089286e-05 -9.770819282e-06 -3.784712636e-05 -6.555158406e-06 -1.029986534e-05 1.83614571e-05 3.127339932e-05 4.059119567e-05 6.110667532e-05 6.700958893e-05 -3.458315768e-05 -3.384017572e-05 -5.969404336e-05  -1.812751e-05    19.34841754 
35           NO_ID 4.015630547e-05 3.211717273e-05 -8.106541193e-05 -9.665870462e-05 2.632983242e-05 5.55106373e-05 0.0002097155608 4.514992435e-05 -7.882667519e-05 1.75689755e-05 -8.085436815e-05 -0.0002609665122 -0.0001675479854 -0.0001494942756 -0.0001439424517 -0.0001278137456 -0.0001023018201 -7.170616611e-05 -7.221121408e-05 -9.053102831e-05 -2.586402009e-05 -3.78188163e-05 -2.394014138e-06 1.24142826e-05 2.368077005e-05 -1.081838404e-05 -2.084480372e-05 -1.200260772e-05 5.891206083e-06 -3.435574924e-05 -6.559034084e-05 -2.842460032e-05 -3.274452084e-05 -3.995069662e-05 -2.129298878e-05 -1.58029588e-05 3.113390778e-05 -3.426720328e-05 -1.659953578e-05 0.0001375117246 4.375340509e-05 0.0001003141314 7.576533334e-05 3.729802863e-05 -5.62986771e-05 -0.0001067820909 0.0001233172004 4.534943322e-05 0.0002410088894 0.0002080489259 0.0001321133949 4.012097899e-05 5.109981255e-05 -4.680399177e-05 -2.831084969e-05 3.202304341e-05 -4.221352673e-05 -6.535824225e-06 2.595115508e-05 -2.447864021e-05 1.331896864e-05 -1.588633262e-05 -9.355574467e-06 3.590957306e-06 8.794737373e-06 -1.7832899e-05 -1.584786906e-05 -5.488333896e-06 -3.151363961e-05 -9.961982029e-06 -2.575391401e-05 1.099180814e-05 3.401127227e-05 3.720133833e-05 5.369461364e-05 7.166614843e-05 -1.828891635e-05 -2.761999211e-05 -6.008799134e-05  -1.812751e-05    20.27355796 
36           NO_ID 4.465312511e-05 3.830330797e-05 -7.280081717e-05 -0.0001072994436 1.479240149e-05 5.805799246e-05 0.000213093819 5.015033422e-05 -6.353822351e-05 1.706035668e-05 -7.987889415e-05 -0.0002500328815 -0.0001638136982 -0.0001455333551 -0.0001343243992 -0.0001211604746 -9.534135765e-05 -5.894497904e-05 -5.798768427e-05 -7.766994453e-05 -1.254361455e-05 -2.797215142e-05 6.331510563e-06 1.945297073e-05 2.693066884e-05 -7.500297423e-06 -1.503380893e-05 -3.698601749e-06 1.017398199e-05 -3.757178559e-05 -6.623781078e-05 -2.212831305e-05 -3.56593514e-05 -5.719024257e-05 -2.792084267e-05 -1.130709706e-05 2.492700645e-05 -4.535558998e-05 -1.515810712e-05 0.0001259804868 2.759511224e-05 0.0001055201037 9.125335018e-05 3.43239955e-05 -6.160375076e-05 -0.0001055197708 0.0001138727367 4.568019532e-05 0.0002343053969 0.0001951395079 0.0001288447476 4.106500574e-05 4.895614009e-05 -4.85422616e-05 -3.443051629e-05 1.992560859e-05 -5.173710004e-05 -1.329546092e-05 2.23490348e-05 -2.529814348e-05 1.512617154e-05 -1.221940936e-05 -8.289478781e-06 1.807126438e-06 6.732891823e-06 -1.808563803e-05 -1.572642421e-05 -9.289668667e-06 -3.713485175e-05 -6.937203472e-06 -1.203644716e-05 1.753300227e-05 3.158106164e-05 4.021033729e-05 6.027330256e-05 6.753204508e-05 -3.275240964e-05 -3.314096468e-05 -5.973811771e-05  -1.812751e-05    19.33327264 
37           NO_ID 4.465232435e-05 3.830220639e-05 -7.280228887e-05 -0.0001072975488 1.479445599e-05 5.805753885e-05 0.0002130932175 5.014944378e-05 -6.354094598e-05 1.706044725e-05 -7.987906786e-05 -0.0002500348285 -0.0001638143631 -0.0001455340604 -0.0001343261119 -0.0001211616594 -9.534259712e-05 -5.894725146e-05 -5.79902171e-05 -7.767223475e-05 -1.254598655e-05 -2.797390485e-05 6.329956781e-06 1.945171733e-05 2.693009012e-05 -7.500888285e-06 -1.503484371e-05 -3.70008047e-06 1.017321934e-05 -3.75712129e-05 -6.623769548e-05 -2.212943425e-05 -3.565883234e-05 -5.718717267e-05 -2.791966243e-05 -1.130789765e-05 2.492811173e-05 -4.535361544e-05 -1.51583638e-05 0.0001259825402 2.75979896e-05 0.0001055191767 9.125059218e-05 3.43245251e-05 -6.160280607e-05 -0.0001055199956 0.0001138744185 4.568013642e-05 0.0002343065906 0.0001951418067 0.0001288453296 4.106483764e-05 4.895652182e-05 -4.854195206e-05 -3.442942654e-05 1.992776282e-05 -5.173540414e-05 -1.329425721e-05 2.234967624e-05 -2.529799755e-05 1.512584973e-05 -1.222006234e-05 -8.289668624e-06 1.807444091e-06 6.733258982e-06 -1.808559303e-05 -1.572644584e-05 -9.288991751e-06 -3.713385076e-05 -6.937742104e-06 -1.203888988e-05 1.753183746e-05 3.158149439e-05 4.020980146e-05 6.027213107e-05 6.753278126e-05 -3.274983408e-05 -3.313998154e-05 -5.973818001e-05  -1.812751e-05    19.33327264 
38           NO_ID 4.457835237e-05 3.787917901e-05 -7.34163166e-05 -0.0001065936306 1.53439546e-05 5.812858166e-05 0.0002129040186 4.995058161e-05 -6.445370752e-05 1.673474477e-05 -8.016508192e-05 -0.000250696338 -0.000164175094 -0.0001461202666 -0.0001349486634 -0.000121033511 -9.554704745e-05 -5.98077082e-05 -5.846713081e-05 -7.801124839e-05 -1.35324847e-05 -2.901681086e-05 5.786086128e-06 1.895197047e-05 2.608821366e-05 -8.174059972e-06 -1.528992964e-05 -4.052210588e-06 9.679898692e-06 -3.747983754e-05 -6.576592548e-05 -2.217172734e-05 -3.545347875e-05 -5.613254137e-05 -2.740301205e-05 -1.148274751e-05 2.533562038e-05 -4.472887896e-05 -1.545382545e-05 0.0001268369227 2.873815954e-05 0.0001051173072 9.046330761e-05 3.44062175e-05 -6.132210998e-05 -0.0001056845264 0.0001143756418 4.607057487e-05 0.0002348552897 0.0001961500985 0.000129424592 4.104765706e-05 4.86241648e-05 -4.873910652e-05 -3.408741902e-05 2.041459247e-05 -5.154916795e-05 -1.281960498e-05 2.308752182e-05 -2.51223563e-05 1.501627564e-05 -1.192702397e-05 -7.956810417e-06 1.743511309e-06 6.597307727e-06 -1.792127336e-05 -1.56623565e-05 -9.50727074e-06 -3.712767162e-05 -7.026661706e-06 -1.273332112e-05 1.700418756e-05 3.159138678e-05 4.018018358e-05 6.012782586e-05 6.800110113e-05 -3.179355964e-05 -3.286658652e-05 -5.981037916e-05  -1.812751e-05    19.31987038 
39           NO_ID 4.427926142e-05 3.618266314e-05 -7.587831431e-05 -0.0001037703786 1.755016708e-05 5.841093847e-05 0.0002121448166 4.915157118e-05 -6.811564356e-05 1.543229712e-05 -8.130983301e-05 -0.0002533501641 -0.0001656206772 -0.0001484679128 -0.0001374457203 -0.0001205256568 -9.636980665e-05 -6.325862485e-05 -6.038491697e-05 -7.937646382e-05 -1.748796533e-05 -3.319544861e-05 3.604388387e-06 1.694796941e-05 2.271839294e-05 -1.086911017e-05 -1.631441252e-05 -5.466645944e-06 7.703565517e-06 -3.711204536e-05 -6.387838426e-05 -2.234538447e-05 -3.462998818e-05 -5.190173658e-05 -2.533168958e-05 -1.218534928e-05 2.697007612e-05 -4.222203485e-05 -1.663669877e-05 0.0001302626663 3.331034871e-05 0.0001035061212 8.730313732e-05 3.473510547e-05 -6.019554689e-05 -0.0001063435486 0.0001163872619 4.76320931e-05 0.000237054861 0.0002001924612 0.0001317439698 4.097826235e-05 4.729626363e-05 -4.952648619e-05 -3.271502996e-05 2.237052798e-05 -5.079743961e-05 -1.091618123e-05 2.604146989e-05 -2.44192076e-05 1.457669206e-05 -1.075748238e-05 -6.626136961e-06 1.489050791e-06 6.054971345e-06 -1.726381465e-05 -1.540608565e-05 -1.037767903e-05 -3.709895113e-05 -7.384494643e-06 -1.552081697e-05 1.488892872e-05 3.163268734e-05 4.005956876e-05 5.954591907e-05 6.987732533e-05 -2.795815965e-05 -3.17690739e-05 -6.009942496e-05  -1.812751e-05    19.27333234 
40           NO_ID 4.339622077e-05 3.117384414e-05 -8.314715346e-05 -9.543496668e-05 2.406382204e-05 5.924457295e-05 0.0002099033374 4.679256073e-05 -7.89271987e-05 1.158693108e-05 -8.468961337e-05 -0.0002611853601 -0.000169888639 -0.0001553991388 -0.0001448180685 -0.0001190262603 -9.879893332e-05 -7.344716317e-05 -6.604701774e-05 -8.340714642e-05 -2.916618595e-05 -4.553252167e-05 -2.836888899e-06 1.10313265e-05 1.276928347e-05 -1.882601698e-05 -1.933911118e-05 -9.642646204e-06 1.868609671e-06 -3.602617018e-05 -5.830557912e-05 -2.285809241e-05 -3.219870221e-05 -3.941064476e-05 -1.921628588e-05 -1.425972134e-05 3.179566786e-05 -3.482079053e-05 -2.012903179e-05 0.0001403768834 4.680934892e-05 9.87492313e-05 7.797300295e-05 3.570611929e-05 -5.686946505e-05 -0.0001082892557 0.0001223263994 5.224234305e-05 0.0002435489086 0.0002121271937 0.0001385917356 4.077338033e-05 4.337574821e-05 -5.185115782e-05 -2.866316782e-05 2.814526146e-05 -4.857802551e-05 -5.296484262e-06 3.476275071e-05 -2.234322078e-05 1.327885884e-05 -7.304510184e-06 -2.697436597e-06 7.377777231e-07 4.453769239e-06 -1.532272365e-05 -1.464946773e-05 -1.29474856e-05 -3.70141563e-05 -8.440965998e-06 -2.37506617e-05 8.643806626e-06 3.175462373e-05 3.970346374e-05 5.78278887e-05 7.541671794e-05 -1.663446691e-05 -2.852876108e-05 -6.095280812e-05  -1.812751e-05    19.20194301 
41           NO_ID 4.255254908e-05 3.141562432e-05 -8.289436161e-05 -9.426985535e-05 2.598451816e-05 5.796709482e-05 0.0002090060052 5.014110669e-05 -8.34537384e-05 1.208974795e-05 -8.227580363e-05 -0.0002646025429 -0.0001737759645 -0.0001579058053 -0.0001475432906 -0.0001199962064 -0.0001008900015 -7.660563416e-05 -6.615589985e-05 -8.464418479e-05 -3.45094822e-05 -4.935468793e-05 -4.590221481e-06 6.798736683e-06 5.94994049e-06 -2.293767271e-05 -2.031447648e-05 -1.235212166e-05 -2.466601636e-06 -3.557595722e-05 -5.383240698e-05 -2.241442816e-05 -3.178826601e-05 -3.381222759e-05 -1.613274141e-05 -1.542124627e-05 3.360275503e-05 -3.179209274e-05 -2.28231927e-05 0.0001467586169 4.98039559e-05 9.718054268e-05 7.397401914e-05 3.930457064e-05 -5.305273902e-05 -0.0001137762352 0.0001244650682 5.408611118e-05 0.0002463352574 0.0002223756084 0.0001443605225 4.084990049e-05 4.436139895e-05 -5.060014624e-05 -2.814079579e-05 2.843763648e-05 -4.807525727e-05 -3.067271897e-06 3.705373446e-05 -2.244233302e-05 1.443928644e-05 -2.803517239e-06 -4.090408117e-07 -1.054698609e-07 4.876143433e-06 -1.316183359e-05 -1.514166509e-05 -1.663251184e-05 -3.773245278e-05 -7.822957539e-06 -2.705325944e-05 5.163974419e-06 3.171816997e-05 4.058017566e-05 5.799540301e-05 7.853836148e-05 -1.124146913e-05 -2.739417767e-05 -6.161357935e-05  -1.812751e-05    19.17261984 
42           NO_ID 4.268944219e-05 3.137639337e-05 -8.29353793e-05 -9.445890486e-05 2.567286841e-05 5.817437682e-05 0.0002091516052 4.959777582e-05 -8.271926774e-05 1.200816152e-05 -8.266746538e-05 -0.0002640480751 -0.000173145212 -0.0001574990767 -0.0001471010994 -0.0001198388242 -0.0001005507074 -7.609314461e-05 -6.613823277e-05 -8.444346449e-05 -3.364248564e-05 -4.873450802e-05 -4.305727932e-06 7.485511407e-06 7.056438542e-06 -2.22705206e-05 -2.015621493e-05 -1.191248556e-05 -1.763175679e-06 -3.564900821e-05 -5.455821829e-05 -2.248641656e-05 -3.185486287e-05 -3.472061975e-05 -1.663307348e-05 -1.523277869e-05 3.330953933e-05 -3.228352545e-05 -2.238604153e-05 0.0001457231248 4.931805472e-05 9.743507613e-05 7.462288924e-05 3.872069043e-05 -5.36720362e-05 -0.0001128859248 0.0001241180505 5.378694367e-05 0.0002458831479 0.0002207127135 0.0001434244863 4.083748443e-05 4.42014685e-05 -5.080313381e-05 -2.822555522e-05 2.839019608e-05 -4.815683581e-05 -3.428981103e-06 3.668200231e-05 -2.242625119e-05 1.425099692e-05 -3.533842717e-06 -7.803530457e-07 3.135443599e-08 4.807609525e-06 -1.35124569e-05 -1.506180176e-05 -1.60345841e-05 -3.76159029e-05 -7.923234818e-06 -2.651738406e-05 5.728607634e-06 3.172408491e-05 4.043792149e-05 5.796822235e-05 7.803184751e-05 -1.21165302e-05 -2.757827375e-05 -6.150636344e-05  -1.812751e-05     19.1714639 
43           NO_ID 4.268991838e-05 3.13762569e-05 -8.293552198e-05 -9.445956248e-05 2.567178432e-05 5.817509787e-05 0.0002091521117 4.95958858e-05 -8.271671283e-05 1.200787771e-05 -8.26688278e-05 -0.0002640461463 -0.0001731430178 -0.0001574976619 -0.0001470995612 -0.0001198382767 -0.0001005495272 -7.609136188e-05 -6.613817132e-05 -8.444276627e-05 -3.363946974e-05 -4.873235068e-05 -4.304738302e-06  7.4879004e-06 7.060287572e-06 -2.226819987e-05 -2.015566441e-05 -1.191095626e-05 -1.760728763e-06 -3.564926233e-05 -5.456074307e-05 -2.248666698e-05 -3.185509453e-05 -3.472377965e-05 -1.663481392e-05 -1.52321231e-05 3.330851936e-05 -3.228523493e-05 -2.238452087e-05 0.0001457195227 4.931636448e-05 9.743596154e-05 7.462514638e-05 3.871865936e-05 -5.367419047e-05 -0.0001128828278 0.0001241168433 5.378590299e-05 0.0002458815752 0.000220706929 0.0001434212303 4.083744124e-05 4.420091217e-05 -5.080383992e-05 -2.822585006e-05 2.839003105e-05 -4.815711959e-05 -3.430239334e-06 3.668070921e-05 -2.242619525e-05 1.425034194e-05 -3.536383205e-06 -7.816446811e-07 3.18303888e-08 4.807371125e-06 -1.351367657e-05 -1.506152395e-05 -1.603250416e-05 -3.761549747e-05 -7.923583639e-06 -2.651551998e-05 5.73057175e-06 3.172410548e-05 4.043742664e-05 5.79681278e-05 7.803008556e-05 -1.211957416e-05 -2.757891414e-05 -6.150599048e-05  -1.812751e-05    19.17146387 
44           NO_ID 3.967606238e-05 3.480155999e-05 -8.264676765e-05 -9.11815984e-05 2.820552868e-05 5.359838071e-05 0.0002097571107 5.385259476e-05 -8.687850546e-05 1.736686141e-05 -7.923585265e-05 -0.0002699747752 -0.0001732587771 -0.0001572503219 -0.0001535660494 -0.0001214538669 -9.909681299e-05 -7.943135149e-05 -7.040639216e-05 -8.621602148e-05 -3.772745488e-05 -5.517670536e-05 -9.487628309e-06 2.678630709e-06 3.757360292e-07 -2.934756233e-05 -2.394796263e-05 -1.374170609e-05 -5.744052074e-06 -3.669818213e-05 -5.086941614e-05 -2.124622226e-05 -2.91742675e-05 -2.76693093e-05 -1.526892952e-05 -1.848655596e-05 3.714532797e-05 -2.777758334e-05 -2.921072589e-05 0.0001544825851 5.417732576e-05 9.325785395e-05 6.748624783e-05 4.732519555e-05 -4.836513517e-05 -0.0001207338911 0.0001252790957 5.634313436e-05 0.0002520992384 0.0002338344356 0.0001494027627 4.323938678e-05 4.854629168e-05 -5.125583837e-05 -2.879786758e-05 3.393430317e-05 -4.532756345e-05 -3.424792149e-06 4.025341064e-05 -1.912265443e-05 1.598743852e-05 -1.809790432e-07 3.00594789e-06 1.213423441e-06 3.946509603e-06 -1.237670503e-05 -1.405286953e-05 -1.845288651e-05 -3.926733894e-05 -8.779206573e-06 -2.957442834e-05 2.959909719e-06 3.076822905e-05 3.877056846e-05 5.800279491e-05 8.559700185e-05 -1.906412697e-06 -2.619899367e-05 -6.317835041e-05  -1.812751e-05     20.1535743 
