%eval_id interface           X001           X002           X003           X004           X005           X006           X007           X008           X009           X010           X011           X012           X013           X014           X015           X016           X017           X018           X019           X020           X021           X022           X023           X024           X025           X026           X027           X028           X029           X030           X031           X032           X033           X034           X035           X036           X037           X038           X039           X040           Y001           Y002           Y003           Y004           Y005           Y006           Y007           Y008           Y009           Y010           Y011           Y012           Y013           Y014           Y015           Y016           Y017           Y018           Y019           Y020           Y021           Y022           Y023           Y024           Y025           Y026           Y027           Y028           Y029           Y030           Y031           Y032           Y033           Y034           Y035           Y036           Y037           Y038           Y039           Y040         obj_fn 
11           NO_ID -1.046203249e-05 5.610052811e-05 -1.74458896e-05 -6.878269916e-05 -2.612624363e-06 3.91899335e-06 0.0001458808166 4.625637895e-05 -1.162828373e-05 2.346803408e-05 -3.870447769e-05 -0.0001515217761 -7.642234912e-05 -3.997640602e-05 -1.569127175e-05 -2.542225938e-05 1.476603939e-05 7.513989076e-05 3.511899614e-05 -2.332988846e-05 4.386772773e-05 1.109680252e-05 -5.696538783e-06 -4.129569666e-05 -9.574321279e-07 5.130583422e-06 -1.499078512e-05 -1.930021257e-05 3.145597152e-05 1.254345382e-05 -3.091382554e-05 6.173394317e-06 -1.017762185e-05 -3.712841726e-05 -7.807839464e-06 -7.848949501e-06 7.291070484e-06 -4.288028197e-05 -3.215046013e-07 7.70846662e-06 -2.328205284e-05 4.819870232e-05 8.774946669e-05 6.108035394e-05 -3.239082786e-05 -6.28446854e-05 6.466688647e-05 1.364960906e-05 0.0001386763667 9.117958125e-05 7.701088713e-05 4.786702991e-06 2.695063593e-05 -8.01110011e-05 -9.934107465e-05 -2.51794598e-05 -7.239732318e-05 -3.581083374e-05 2.382706285e-05 2.215581513e-05 0.0001023385023 3.129405955e-05 -1.753956008e-05 5.905194442e-08 1.861621206e-05 -4.449945031e-05 -8.017840011e-05 -5.362906736e-05 -4.747395582e-05 -9.493250524e-06 -8.440149052e-06 2.58748303e-05 4.273989612e-05 4.943493388e-05 5.735778813e-05 6.08776286e-05 -1.642045513e-05 -8.84635855e-06 -5.619685778e-05  -1.812751e-05    24.43044489 
12           NO_ID -1.027939273e-05 5.393966635e-05 -1.860204338e-05 -6.5037354e-05 -3.646422107e-06 4.806163915e-06 0.0001430894468 4.54319653e-05 -9.503493559e-06 2.131559958e-05 -3.98581175e-05 -0.0001480155719 -7.401413185e-05 -4.08769086e-05 -1.503680484e-05 -2.140682883e-05 1.613827014e-05 7.330192558e-05 3.555186452e-05 -2.132593359e-05 4.329243857e-05 8.335051778e-06 -5.81979418e-06 -4.011455762e-05 -2.360977548e-06 3.451391465e-06 -1.410733706e-05 -1.678420239e-05 3.206557262e-05 1.202147306e-05 -2.952165332e-05 8.398303341e-06 -9.743016182e-06 -3.904277084e-05 -8.990890987e-06 -7.695312833e-06 6.842975946e-06 -4.467364985e-05 -2.337865431e-06 7.366860927e-06 -2.105718248e-05 4.477366116e-05 8.802019531e-05 5.932575188e-05 -3.200802032e-05 -5.975328478e-05 6.209849724e-05 1.496313038e-05 0.0001359682056 8.755877911e-05 7.762196817e-05 5.329419351e-06 2.401415107e-05 -8.132910383e-05 -9.70639338e-05 -2.444175339e-05 -7.424688823e-05 -3.582196001e-05 2.671812929e-05 2.280880224e-05 0.0001009715126 3.230941388e-05 -1.565353318e-05 -5.228701874e-07 1.645762822e-05 -4.468165529e-05 -7.955686441e-05 -5.508244405e-05 -4.955325907e-05 -9.432645468e-06 -6.272909792e-06 2.676803199e-05 4.238117809e-05 5.029411456e-05 5.943556539e-05 6.224342728e-05 -1.738015926e-05 -1.01940689e-05 -5.668735624e-05  -1.812751e-05    24.24367817 
13           NO_ID -1.027939337e-05 5.393967389e-05 -1.860203935e-05 -6.503736707e-05 -3.646418499e-06 4.806160819e-06 0.0001430894566 4.543196818e-05 -9.503500974e-06 2.131560709e-05 -3.985811347e-05 -0.0001480155841 -7.401414026e-05 -4.087690546e-05 -1.503680712e-05 -2.140684285e-05 1.613826536e-05  7.3301932e-05 3.555186301e-05 -2.132594059e-05 4.329244058e-05 8.335061416e-06 -5.81979375e-06 -4.011456174e-05 -2.36097265e-06 3.451397325e-06 -1.410734014e-05 -1.678421117e-05 3.206557049e-05 1.202147488e-05 -2.952165817e-05 8.398295577e-06 -9.743017699e-06 -3.904276416e-05 -8.990886859e-06 -7.695313369e-06 6.84297751e-06 -4.46736436e-05 -2.337858394e-06 7.366862119e-06 -2.105719024e-05 4.477367311e-05 8.802019436e-05  5.9325758e-05 -3.200802166e-05 -5.975329557e-05 6.20985062e-05 1.49631258e-05 0.0001359682151 8.755879175e-05 7.762196604e-05 5.329417457e-06 2.401416132e-05 -8.132909958e-05 -9.706394175e-05 -2.444175597e-05 -7.424688178e-05 -3.582195997e-05 2.67181192e-05 2.280879996e-05 0.0001009715174 3.230941034e-05 -1.565353976e-05 -5.228681567e-07 1.645763576e-05 -4.468165466e-05 -7.955686658e-05 -5.508243898e-05 -4.955325181e-05 -9.43264568e-06 -6.272917355e-06 2.676802888e-05 4.238117934e-05 5.029411156e-05 5.943555814e-05 6.224342251e-05 -1.738015591e-05 -1.01940642e-05 -5.668735453e-05  -1.812751e-05    24.24367817 
14           NO_ID -1.073049957e-06 6.015544455e-05 -1.80861517e-05 -7.873335865e-05 -9.745465726e-06 1.112431059e-05 0.0001564576951 5.42469073e-05 -6.307043925e-06 2.26365554e-05 -4.189122617e-05 -0.0001560493594 -8.735547502e-05 -5.579150374e-05 -2.76773237e-05 -3.230966664e-05 2.305446539e-06 6.137548588e-05 3.629337709e-05 -1.784599748e-05 4.273058442e-05 1.345085642e-05 7.889727066e-06 -2.766635796e-05 -3.189446241e-06 1.550195038e-06 -1.191353707e-05 -2.093383958e-05 1.916460766e-05 -6.392065323e-07 -3.42773198e-05 3.529020775e-06 -1.62823229e-05 -3.914806577e-05 -3.420958076e-06 -1.507852046e-06 1.063111163e-05 -3.960061303e-05 6.144837095e-06 1.728057479e-05 -2.623435297e-05 5.530005979e-05 9.743630218e-05 5.964312603e-05 -3.706672132e-05 -7.117306756e-05 6.179821288e-05 2.072897255e-05 0.000147649447 0.000102059477 8.846632315e-05 1.306537265e-05 2.812401346e-05 -7.575045088e-05 -9.177138952e-05 -2.842980949e-05 -7.911769383e-05 -3.680174065e-05 2.208868844e-05 1.049579327e-05 8.823774495e-05 3.323433558e-05 -1.289404513e-05 -2.182366715e-06 2.133819415e-05 -3.09728161e-05 -6.659383694e-05 -5.229433457e-05 -4.874991803e-05 -6.522433686e-06 -9.397795252e-06 1.859845208e-05 3.470925337e-05 4.700198734e-05 5.642137776e-05 5.803885472e-05 -1.805180091e-05 -7.727754683e-06 -5.462526071e-05  -1.812751e-05    22.69754198 
15           NO_ID 6.89738511e-06 6.553678411e-05 -1.763951602e-05 -9.059073985e-05 -1.502574177e-05 1.659427614e-05 0.0001680313197 6.187848529e-05 -3.539702443e-06 2.378017918e-05 -4.365139967e-05 -0.0001630046493 -9.890580635e-05 -6.870388545e-05 -3.862091307e-05 -4.174885036e-05 -9.670386328e-06 5.105011395e-05 3.693534512e-05 -1.483322623e-05 4.224415652e-05 1.787988863e-05 1.975881033e-05 -1.688926986e-05 -3.906696955e-06 -9.577481591e-08 -1.00142443e-05 -2.452640774e-05 7.995535851e-06 -1.160025014e-05 -3.839456069e-05 -6.865837795e-07 -2.194375882e-05 -3.923922536e-05 1.401237849e-06 3.848971576e-06 1.391070813e-05 -3.520860726e-05 1.348877717e-05 2.586341974e-05 -3.071651296e-05 6.44133395e-05 0.0001055883415 5.991789421e-05 -4.144631578e-05 -8.105979885e-05 6.153824026e-05 2.572077785e-05 0.0001577625373 0.0001146135252 9.785487508e-05 1.976281103e-05 3.168214638e-05 -7.092070554e-05 -8.718934412e-05 -3.188248804e-05 -8.333461696e-05 -3.764999039e-05  1.8080728e-05 -1.642528451e-07 7.721342498e-05 3.403509094e-05 -1.050500522e-05 -3.61908373e-06 2.556356732e-05 -1.910432332e-05 -5.537103422e-05 -4.988051553e-05 -4.805442171e-05 -4.002903985e-06 -1.210317971e-05 1.152559939e-05 2.806724803e-05 4.415181253e-05 5.381183048e-05 5.439872602e-05 -1.863327786e-05 -5.592531411e-06 -5.28399917e-05  -1.812751e-05      22.273353 
16           NO_ID 6.896051122e-06 6.553588345e-05 -1.763959078e-05 -9.058875531e-05 -1.502485802e-05 1.659336064e-05 0.0001680293826 6.187720802e-05 -3.540165605e-06 2.377998777e-05 -4.365110508e-05 -0.0001630034852 -9.890387321e-05 -6.870172435e-05 -3.861908147e-05 -4.174727055e-05 -9.668381968e-06 5.105184208e-05 3.693523768e-05 -1.483373046e-05 4.224423793e-05 1.787914735e-05 1.975682384e-05 -1.689107359e-05 -3.906576911e-06 -9.549933481e-08 -1.001456218e-05 -2.452580646e-05 7.997405186e-06 -1.159841562e-05 -3.83938716e-05 -6.858782262e-07 -2.194281128e-05 -3.923921011e-05 1.400430772e-06 3.84807502e-06 1.391015923e-05 -3.520934233e-05 1.348754804e-05 2.586198325e-05 -3.07157628e-05 6.441181424e-05 0.0001055869771 5.991784823e-05 -4.144558278e-05 -8.105814414e-05 6.153828377e-05 2.571994239e-05 0.0001577608447 0.0001146114241 9.785330375e-05 1.97616901e-05 3.168155087e-05 -7.092151388e-05 -8.7190111e-05 -3.188191017e-05 -8.333391118e-05 -3.764984842e-05 1.80813988e-05 -1.624687048e-07 7.721527009e-05 3.403495692e-05 -1.050540506e-05 -3.618843271e-06 2.556286013e-05 -1.910630972e-05 -5.537291255e-05 -4.988091952e-05 -4.805453811e-05 -4.003325671e-06 -1.210272692e-05 1.152678315e-05 2.806835968e-05 4.415228956e-05 5.381226723e-05 5.439933526e-05 -1.863318054e-05 -5.592888777e-06 -5.28402905e-05  -1.812751e-05    22.27335299 
17           NO_ID 1.745730002e-05 7.010381839e-05 -2.706314766e-05 -0.000103083553 -1.490966656e-05 2.576504049e-05 0.0001877630781 5.863361907e-05 -8.263800897e-06 2.427702855e-05 -5.61678059e-05 -0.0001809040332 -0.0001044605463 -7.835267741e-05 -5.406312894e-05 -4.910457837e-05 -1.516008782e-05 3.816546138e-05 2.433827809e-05 -1.817699089e-05 3.864785448e-05 1.324262385e-05 2.588145819e-05 -3.98281293e-07 4.802614127e-06 1.27467015e-06 -4.81985216e-06 -2.024436602e-05 4.581956803e-07 -2.780737785e-05 -5.10073031e-05 -1.010439164e-05 -3.238065607e-05 -4.512253605e-05 1.937820353e-06 8.482005461e-06 1.891684779e-05 -2.872561635e-05 2.53884943e-05 4.287839319e-05 -2.778741688e-05 7.975363171e-05 0.0001119223432 5.611680842e-05 -5.399433632e-05 -8.693301794e-05 6.984903488e-05 3.365182652e-05 0.0001789914255 0.0001226079522 9.659657334e-05 2.288483257e-05 3.00387346e-05 -7.625819555e-05 -8.44311789e-05 -2.279865592e-05 -7.828074443e-05 -3.39233767e-05 2.266704365e-05 -3.728254506e-06 6.153675767e-05 2.25686634e-05 -1.367315328e-05 -9.331547688e-06 2.180190897e-05 -1.022817976e-05 -3.687134318e-05 -3.614172054e-05 -4.139860359e-05 2.687407202e-06 -9.645715055e-06 6.932137405e-06 1.82430836e-05 3.424642206e-05 4.546825445e-05 4.663991811e-05 -2.137449981e-05 -3.247865487e-06 -4.994285899e-05  -1.812751e-05    22.10266968 
18           NO_ID 1.274424154e-05 6.806533367e-05 -2.285779515e-05 -9.750762988e-05 -1.496107185e-05 2.167209051e-05 0.0001789567275 6.008110171e-05 -6.155833406e-06 2.405521934e-05 -5.058210827e-05 -0.0001729157422 -0.0001019808277 -7.404584717e-05 -4.717107484e-05 -4.582130929e-05 -1.270936149e-05 4.391613219e-05 2.995979196e-05 -1.668502891e-05 4.025277504e-05 1.531171687e-05 2.314828145e-05 -7.758347818e-06 9.160542117e-07 6.632188944e-07 -7.138041258e-06 -2.215499982e-05 3.822640131e-06 -2.057397321e-05 -4.537843849e-05 -5.901289819e-06 -2.772266786e-05 -4.24970455e-05 1.698005105e-06 6.414069619e-06 1.668256507e-05 -3.161904117e-05 2.007758305e-05 3.528465728e-05 -2.90942193e-05 7.290719872e-05 0.0001090951254 5.781305884e-05 -4.839433486e-05 -8.431129924e-05 6.61402826e-05 3.011214726e-05 0.0001695170755 0.0001190394249 9.715740132e-05 2.149110033e-05 3.07718571e-05 -7.387665024e-05 -8.566237878e-05 -2.685214513e-05 -8.053576849e-05 -3.55863504e-05 2.062065571e-05 -2.13698844e-06  6.8533444e-05 2.76856067e-05 -1.22595153e-05 -6.782198627e-06 2.348026945e-05 -1.419013029e-05 -4.512784571e-05 -4.227296967e-05 -4.436887812e-05 -2.983964247e-07 -1.074218013e-05 8.982542076e-06 2.262770716e-05 3.866701031e-05 4.919185007e-05 5.010263233e-05 -2.015115983e-05 -4.29435459e-06 -5.123586555e-05  -1.812751e-05     21.7863633 
19           NO_ID 1.274448338e-05 6.806543827e-05 -2.285801093e-05 -9.750791599e-05 -1.496106922e-05 2.167230053e-05 0.0001789571793 6.008102743e-05 -6.155941569e-06 2.405523072e-05 -5.058239489e-05 -0.0001729161521 -0.0001019809549 -7.404606816e-05 -4.717142848e-05 -4.582147776e-05 -1.270948724e-05 4.391583712e-05 2.995950351e-05 -1.668510546e-05 4.025269269e-05 1.53116107e-05 2.314842169e-05 -7.757970161e-06 9.162536371e-07 6.632502689e-07 -7.137922309e-06 -2.215490178e-05 3.822467496e-06 -2.057434437e-05 -4.537872731e-05 -5.901505486e-06 -2.772290687e-05 -4.249718022e-05 1.698017411e-06 6.414175728e-06 1.668267971e-05 -3.16188927e-05 2.007785556e-05 3.528504692e-05 -2.909415224e-05 7.290755003e-05 0.0001090952705 5.78129718e-05 -4.839462221e-05 -8.431143376e-05 6.61404729e-05 3.011232888e-05 0.0001695175616 0.0001190396081 9.715737254e-05 2.149117184e-05 3.077181948e-05 -7.387677244e-05 -8.56623156e-05 -2.685193714e-05 -8.053565278e-05 -3.558626507e-05 2.062076072e-05 -2.13707009e-06 6.853308499e-05 2.768534414e-05 -1.225958783e-05 -6.782329438e-06 2.348018333e-05 -1.418992699e-05 -4.512742206e-05 -4.227265507e-05 -4.436872571e-05 -2.982432186e-07 -1.074212387e-05 8.982436866e-06 2.262748217e-05 3.866678348e-05 4.919165901e-05 5.010245465e-05 -2.01512226e-05 -4.294300893e-06 -5.12357992e-05  -1.812751e-05     21.7863633 
20           NO_ID 1.938759332e-05 7.196651939e-05 -2.950817821e-05 -0.0001051032931 -1.529533001e-05 2.723473566e-05 0.0001930890401 5.758711527e-05 -7.910374684e-06 2.529442096e-05 -5.977636515e-05 -0.0001852285638 -0.0001048193472 -8.095345809e-05 -5.941028288e-05 -5.089599715e-05 -1.533472461e-05 3.516128652e-05 2.097369341e-05 -1.749920468e-05 4.009829011e-05 1.171472826e-05 2.62586854e-05 3.840467823e-06 6.708439691e-06 -6.457439424e-07 -5.968199792e-06 -1.882603496e-05 -1.650911767e-07 -3.180871923e-05 -5.399761827e-05 -1.022312943e-05 -3.190759792e-05 -4.623432132e-05 8.569242101e-07 9.271309216e-06 2.076020831e-05 -2.811538322e-05 2.500722499e-05 4.432286706e-05 -2.683792576e-05 8.23017501e-05 0.0001132593548 5.608963221e-05 -5.72482226e-05 -8.779222156e-05 7.053356971e-05 3.547019457e-05 0.0001846850694 0.0001239428233 9.664918693e-05 2.557654926e-05 3.048983606e-05 -7.81526101e-05 -8.387606725e-05 -2.017527219e-05 -7.827645981e-05 -3.545628245e-05 2.351372474e-05 -3.668033758e-06 5.773773378e-05 1.99915531e-05 -1.227127643e-05 -8.151487781e-06 2.059195096e-05 -9.082821526e-06 -3.230468341e-05 -3.317362664e-05 -4.210972238e-05 1.538572737e-06 -9.105611809e-06 6.837147773e-06 1.58661111e-05 3.179200259e-05 4.535347253e-05 4.80924833e-05 -2.061654637e-05 -3.442802427e-06 -5.003523986e-05  -1.812751e-05    20.91416698 
21           NO_ID 2.759539899e-05 7.678640178e-05 -3.772467097e-05 -0.0001144876716 -1.570830317e-05 3.410733731e-05 0.0002105493943 5.450581585e-05 -1.007809579e-05 2.682544422e-05 -7.113579277e-05 -0.0002004409521 -0.0001083263143 -8.948775372e-05 -7.453172226e-05 -5.716573165e-05 -1.857833883e-05 2.434474777e-05 9.871443647e-06 -1.850511206e-05 3.990742528e-05 7.270678844e-06 3.010156353e-05 1.817070774e-05 1.38648836e-05 -2.262956602e-06 -4.522870425e-06 -1.471312665e-05 -5.091899923e-06 -4.568915417e-05 -6.464654295e-05 -1.556272621e-05 -3.707804408e-05 -5.08516944e-05 -1.822242158e-07 1.280140489e-05 2.579810251e-05 -2.378664306e-05 3.109775646e-05 5.54894998e-05 -2.405029392e-05 9.39086399e-05 0.0001184042256  5.3960353e-05 -6.8187127e-05 -9.209287204e-05 7.596143926e-05 4.209001731e-05 0.0002034249993 0.0001300009311 9.60212923e-05 3.06240873e-05 3.014140143e-05 -8.343552283e-05 -8.166909427e-05 -1.19260514e-05 -7.548510279e-05 -3.529558459e-05 2.708808738e-05 -5.559627469e-06 4.439972391e-05 1.048561409e-05 -1.228580722e-05 -9.8432331e-06 1.702345758e-05 -2.772784181e-06 -1.646177342e-05 -2.193146428e-05 -3.931855431e-05 3.808132804e-06 -7.083645306e-06 4.186531018e-06 7.512215601e-06 2.329798793e-05 4.06111891e-05 4.560896096e-05 -2.119152755e-05 -2.390716837e-06 -4.855187685e-05  -1.812751e-05    20.53105598 
22           NO_ID 2.758514223e-05 7.678037869e-05 -3.771440335e-05 -0.0001144759446 -1.570778711e-05 3.409874907e-05 0.0002105275753 5.450966634e-05 -1.007538693e-05  2.6823531e-05 -7.112159764e-05 -0.0002004219421 -0.0001083219318 -8.947708897e-05 -7.451282599e-05 -5.715789678e-05 -1.85742855e-05 2.435826449e-05  9.8853174e-06 -1.850385504e-05 3.990766379e-05 7.276232282e-06 3.009676133e-05 1.815280017e-05 1.385594067e-05 -2.260935677e-06 -4.524676558e-06 -1.471826628e-05 -5.085743213e-06 -4.56718087e-05 -6.463323568e-05 -1.555605366e-05 -3.707158291e-05 -5.084592437e-05 -1.809256601e-07 1.279699356e-05 2.579180698e-05 -2.379205241e-05 3.109014552e-05 5.547554559e-05 -2.405377744e-05 9.389413553e-05 0.0001183977964 5.396301382e-05 -6.817345737e-05 -9.20874978e-05 7.59546564e-05 4.208174495e-05 0.0002034015812 0.0001299933607 9.602207694e-05 3.061777973e-05 3.014183685e-05 -8.342892112e-05 -8.167185218e-05 -1.193635991e-05 -7.548859096e-05 -3.529578541e-05 2.708362074e-05 -5.557263669e-06 4.441639155e-05 1.049749304e-05 -1.228578906e-05 -9.841119037e-06 1.702791689e-05 -2.78066942e-06 -1.648157127e-05 -2.194551287e-05 -3.932204225e-05 3.805296683e-06 -7.086172024e-06 4.18984332e-06 7.522654916e-06 2.330860235e-05 4.061711522e-05 4.561206446e-05 -2.119080903e-05 -2.392031559e-06 -4.855373051e-05  -1.812751e-05    20.53105569 
23           NO_ID 3.295410636e-05 6.988103267e-05 -4.221813617e-05 -0.0001252310971 -5.15971661e-06 4.015762268e-05 0.0002138669041 5.311889909e-05 -3.021880584e-05 2.475165312e-05 -7.085930729e-05 -0.0002144440837 -0.0001218347758 -9.601384838e-05 -8.031616624e-05 -7.034486274e-05 -3.47476242e-05 8.831374684e-06 -2.94865398e-06 -3.026521028e-05 2.771807462e-05 8.138050388e-07 3.168270052e-05 2.742387202e-05 1.772097694e-05 -4.784557203e-06 -2.500867009e-06 -5.856992037e-06 -4.498850494e-06 -5.502656148e-05 -6.775897277e-05 -1.083293687e-05 -3.534761616e-05 -6.172884718e-05 -1.126122188e-05 1.247598479e-05 2.878097095e-05 -3.314259344e-05 1.406307706e-05 6.530426346e-05 -2.006823448e-05 0.0001096427075 0.0001137466408 4.777302149e-05 -6.835018254e-05 -9.968712033e-05 9.445249276e-05 4.006290139e-05 0.0002102019049 0.0001442943984 9.507779292e-05 2.288876511e-05 3.249402564e-05 -7.468576251e-05 -7.308652765e-05 -5.31715807e-06 -6.642187804e-05 -2.526663347e-05 2.676056435e-05 -1.44790044e-05 3.121328894e-05 3.442813224e-06 -1.250123683e-05 -1.194469356e-05 1.367477632e-05 2.608003715e-06 -4.225737406e-06 -1.778965458e-05 -4.50110354e-05 7.272294347e-07 -1.834766707e-06 5.959842706e-06 2.518096979e-06 2.369374987e-05 5.298512759e-05 5.954961764e-05 -2.427704458e-05 -1.301055622e-05 -5.268784802e-05  -1.812751e-05    19.98251454 
24           NO_ID 3.577662634e-05 6.625397511e-05 -4.458579509e-05 -0.0001308851921 3.855131498e-07 4.33428352e-05 0.0002156224238 5.238775837e-05 -4.080840951e-05 2.366244548e-05 -7.072141854e-05 -0.0002218156685 -0.0001289386177 -9.945029041e-05 -8.336704224e-05 -7.727738714e-05 -4.325011563e-05 6.687281155e-07 -9.695605478e-06 -3.644827639e-05 2.130988151e-05 -2.583559805e-06 3.251644515e-05 3.229777039e-05 1.975286649e-05 -6.111251141e-06 -1.436929396e-06 -1.198528514e-06 -4.190314921e-06 -5.994445177e-05 -6.940220508e-05 -8.349945526e-06 -3.444130901e-05 -6.745011226e-05 -1.708624821e-05 1.230722716e-05 3.035240537e-05 -3.805826958e-05 5.111771061e-06 7.047132211e-05 -1.797299332e-05 0.0001179218946 0.0001113014802 4.45188785e-05 -6.844308879e-05 -0.0001036823205 0.0001041769967 3.900157444e-05 0.0002137769054 0.0001518126018 9.458137304e-05 1.882554218e-05 3.373059562e-05 -7.00893936e-05 -6.857313374e-05 -1.837375197e-06 -6.165541329e-05 -1.999420456e-05 2.659073027e-05 -1.916925578e-05 2.427228134e-05 -2.659049241e-07 -1.261449996e-05 -1.305056445e-05 1.191199564e-05 5.440884918e-06 2.217281218e-06 -1.560487689e-05 -4.800179793e-05 -8.909423548e-07 9.259513846e-07 6.890349691e-06 -1.128508912e-07 2.38962259e-05 5.948711962e-05 6.687673351e-05 -2.589951052e-05 -1.859282446e-05 -5.486119636e-05  -1.812751e-05    19.90868014 
25           NO_ID 3.577449471e-05 6.625671434e-05 -4.458400699e-05 -0.000130880922 3.813252742e-07 4.334042966e-05 0.000215621098 5.238831054e-05 -4.080041201e-05 2.366326807e-05 -7.072152268e-05 -0.0002218101013 -0.0001289332527 -9.944769514e-05 -8.336473815e-05 -7.727215155e-05 -4.324369437e-05  6.7489272e-07 -9.690510036e-06 -3.64436068e-05 2.131472111e-05 -2.580994042e-06 3.251581548e-05 3.229408952e-05 1.975133196e-05 -6.110249194e-06 -1.437732905e-06 -1.202046685e-06 -4.190547934e-06 -5.994073768e-05 -6.940096408e-05 -8.351820734e-06 -3.444199347e-05 -6.744579144e-05 -1.708184903e-05 1.230735461e-05 3.035121859e-05 -3.805455715e-05 5.118531278e-06 7.046741984e-05 -1.797457569e-05 0.000117915642 0.0001113033269 4.45213361e-05 -6.844301862e-05 -0.0001036793032 0.0001041696525 3.900237598e-05 0.0002137742055 0.0001518069239 9.458174795e-05 1.882861082e-05 3.372966174e-05 -7.009286488e-05 -6.857654235e-05 -1.840003203e-06 -6.165901302e-05 -1.999818641e-05 2.659085854e-05 -1.916571361e-05 2.427752333e-05 -2.631040211e-07 -1.261441442e-05 -1.304972927e-05 1.191332693e-05 5.438745466e-06 2.212415313e-06 -1.560652688e-05 -4.799953925e-05 -8.897202771e-07 9.238664315e-07 6.889646953e-06 -1.108639434e-07 2.389607299e-05 5.948220918e-05 6.687119991e-05 -2.58982852e-05 -1.858860861e-05 -5.4859555e-05  -1.812751e-05    19.90868012 
26           NO_ID 4.091591378e-05 6.120973653e-05 -5.395141417e-05 -0.0001343569512 8.023534645e-06 4.876439008e-05 0.0002242216679 5.103222731e-05 -5.301844577e-05 2.553387183e-05 -7.59343997e-05 -0.0002400481585 -0.0001434200311 -0.0001167125434 -0.000107246979 -9.749842423e-05 -6.189150304e-05 -2.376902512e-05 -2.99585225e-05 -4.471502224e-05 1.735279137e-05 -1.323213546e-05 2.699856159e-05 4.244892221e-05 2.36090649e-05 -1.980396825e-05 -1.308812388e-05 7.563872141e-06 2.216088666e-06 -6.763404235e-05 -7.270498913e-05 2.995946706e-06 -2.005219275e-05 -7.429412005e-05 -3.343017795e-05 7.97679676e-06 3.578819931e-05 -5.103872754e-05 -2.653018311e-05 7.666213537e-05 -7.251380577e-06 0.0001260221547 0.000105682052 4.184595132e-05 -7.031725492e-05 -0.0001097009561 0.0001146280747 3.936446435e-05 0.0002285052659 0.0001702476537 0.0001028384317 2.720799323e-05 4.29107757e-05 -6.172107592e-05 -5.554235079e-05 8.773253521e-06 -5.944898342e-05 -2.287875752e-05 2.36944401e-05 -2.529862194e-05 8.769078863e-06 -7.472344295e-06 -9.297789946e-07 -2.642578766e-07 7.275318224e-06 3.860225613e-06 1.317051863e-05 -1.178766301e-05 -6.224874216e-05 -1.726484501e-05 3.050851965e-06 1.380251293e-05 -1.016126021e-06 2.561479981e-05 7.870154871e-05 9.391329169e-05 -2.332954187e-05 -3.330507782e-05 -6.254419891e-05  -1.812751e-05    43.61072995 
27           NO_ID 3.586604953e-05 6.616684127e-05 -4.475081527e-05 -0.0001309428207 5.174124295e-07 4.343701578e-05 0.0002157742509 5.236416235e-05 -4.101798227e-05 2.369657849e-05 -7.081434997e-05 -0.000222134872 -0.0001291912232 -9.975513556e-05 -8.37900165e-05 -7.763232696e-05 -4.357576159e-05 2.396124128e-07 -1.005142872e-05 -3.659089842e-05 2.124416982e-05 -2.770662169e-06 3.241756806e-05 3.247491972e-05 1.982002779e-05 -6.354097429e-06 -1.645194973e-06 -1.045949292e-06  -4.076463e-06 -6.00777347e-05 -6.945979986e-05 -8.149747575e-06 -3.41857499e-05 -6.756774172e-05 -1.737296871e-05 1.223023905e-05 3.044803657e-05 -3.828577024e-05 4.554952959e-06 7.057773103e-05 -1.778362448e-05 0.0001180599971 0.0001112032271 4.447369471e-05 -6.847639372e-05 -0.0001037865326 0.0001043558888 3.90088238e-05 0.000214036526 0.0001521353036 9.472877724e-05 1.897782504e-05 3.389315264e-05 -6.994378588e-05 -6.834443852e-05 -1.651009701e-06 -6.161965835e-05 -2.004948162e-05 2.653928113e-05 -1.927492418e-05 2.400135973e-05 -3.914811635e-07 -1.240634255e-05 -1.282205448e-05 1.183073649e-05 5.410636281e-06 2.407549604e-06 -1.553852321e-05 -4.825327915e-05 -1.181317122e-06 9.617423122e-07 7.012746467e-06 -1.269842216e-07 2.392667888e-05 5.982445382e-05 6.73527467e-05 -2.58525428e-05 -1.885066927e-05 -5.49963978e-05  -1.812751e-05    19.90087977 
