# orbit data saved at Tue Nov  1 14:50:34 2016
#       zpos [m]                x [mm]                 y [mm]        
  5.11327300000000e-01   5.12916200235012e-03  -6.98619897391524e-03
  2.07063410000000e+00  -3.00586248220161e-02  -1.11094476312875e-01
  3.10909560000000e+00  -1.06312300083389e-01  -1.07686668544757e-01
  3.88442290000000e+00  -1.13378386866541e-01  -2.24903720918015e-01
  5.44372970000000e+00   3.17952511315477e-02  -6.98538444596463e-02
  6.48219120000000e+00   1.10579024706044e-01  -1.77853729756555e-02
  7.25751850000000e+00   2.38981909975626e-01   1.69363680293009e-02
  8.81682530000000e+00  -1.14991150004347e-01  -1.75269800800620e-02
  9.85528680000000e+00  -6.35744803599285e-02  -8.14005763479095e-02
  1.07621941000000e+01   2.10981058988776e-02  -5.50531713409239e-01
  1.27599199000000e+01  -2.19489021658129e-01  -1.09536569749089e+00
  1.47576457000000e+01   2.07369037117791e-01  -9.48034409864601e-01
  1.62277122000000e+01   2.59043668960466e-02  -1.15219698321011e+00
  1.71346195000000e+01   4.22723325728267e-01  -1.61421572717723e+00
  1.91323453000000e+01  -7.15460458447832e-02  -1.38840283469416e+00
  2.11300711000000e+01   1.47375855609388e-01  -9.77252437018201e-01
  2.26001376000000e+01  -5.45046782350713e-02  -9.00130492138018e-01
  2.35070449000000e+01   1.86046921129431e-01  -1.03270689964479e+00
  2.55047707000000e+01  -8.54539109248126e-02  -7.83883091766276e-01
  2.75024965000000e+01   1.51597409504498e-02  -5.58738411719549e-01
  2.89725630000000e+01  -1.22979399244965e-01  -4.77840206748440e-01
  2.98794703000000e+01  -1.15706456074507e-02  -5.54733995596558e-01
  3.18771961000000e+01  -8.57674504404780e-02  -3.25152931429112e-01
  3.38749219000000e+01   8.42230431863654e-02  -2.40428831578705e-01
  3.53449884000000e+01  -5.60585644242152e-02  -2.93106764513203e-01
  3.62518957000000e+01  -6.40357079020159e-02  -3.76540441407864e-01
  3.82496215000000e+01  -2.54193187228424e-01  -1.88109099923644e-01
  4.02473473000000e+01  -1.43821812803076e-01  -9.66072792733961e-02
  4.17174138000000e+01  -1.63728969523461e-01  -1.52788025046501e-01
  4.26243211000000e+01  -1.49451389663791e-01  -3.05072531133709e-01
  4.46220468999999e+01  -2.42632716137246e-01  -2.19108384732553e-01
  4.66197726999999e+01  -9.31050857301911e-02  -1.80106269794038e-01
  4.80898391999999e+01  -1.05372301282771e-01  -2.56793360270715e-01
  4.89967464999999e+01  -5.37196382211714e-02  -3.95596967427499e-01
  5.09944722999999e+01  -2.11704949108958e-01  -3.08179179806760e-01
  5.29921980999999e+01  -8.94462732189949e-02  -1.17849866093095e-01
  5.44622645999999e+01   3.97650472319435e-02  -1.49801819447562e-01
  5.53691718999999e+01   1.56477925406494e-01  -2.50568865980052e-01
  5.73668976999999e+01   3.14842948776040e-03  -3.56751076078073e-01
  5.93646234999998e+01  -1.36241032792660e-01  -1.91434580216913e-01
  6.08346899999998e+01  -5.81754093344629e-02  -3.02062561529085e-02
  6.17415972999998e+01   6.82205219167295e-02  -2.13351985757722e-02
  6.37393230999998e+01   1.97310964772944e-01  -1.19365722911847e-01
  6.57370488999998e+01   9.58644941625960e-02  -2.15286636587585e-01
  6.72071153999998e+01  -4.63753545090829e-02  -1.34821935697182e-01
  6.81140226999998e+01  -4.54696329599494e-02  -8.57893509836060e-02
  7.01117484999998e+01   4.05499973194235e-02   4.46312676326463e-02
  7.21094742999998e+01   1.38295973523931e-01   5.47958363762263e-04
  7.35795407999999e+01   5.45189371108702e-02  -5.46840808881118e-02
  7.44864480999999e+01   2.83200006913780e-03  -6.46379762585658e-02
  7.64841738999999e+01  -7.55721881098403e-02   1.17157184986593e-01
  7.84818996999999e+01   8.78239035745413e-02   2.38726652031831e-01
  7.99519661999999e+01   1.58058219197393e-01   5.73482316745461e-02
  8.42514661999999e+01  -1.18887346279719e-01   2.55465691176123e-01
  8.55999661999999e+01  -2.71647846623732e-01   2.85197839167099e-01
  9.02926781999999e+01   1.68315998271972e-01  -7.27693991553765e-02
  9.25673881999998e+01  -3.32557787007398e-02  -2.58107839269528e-01
  9.92230671999998e+01  -1.15908303110466e-01  -8.19443111705031e-02
  1.00866973200000e+02  -1.88797616055953e-01   5.27378261806559e-02
  1.08848651200000e+02   2.01858619419436e-01  -1.39349995117670e-01
  1.10022151200000e+02   8.16600454952349e-02   7.26374326279196e-02
  1.12402151200000e+02  -8.99446323807835e-02   4.40556229084372e-01
  1.15386501200000e+02  -2.68845737474831e-01   5.03984719115545e-01
  1.18925531200000e+02  -1.13166942480388e-01   5.12008088246871e-01
  1.24588799200000e+02  -1.88049134454978e-01  -8.21606001206309e-01
  1.26004954200000e+02  -2.12618301358116e-01  -3.17441423322805e-01
  1.29806844200000e+02  -5.85310812333941e-01   1.21269805094481e+00
  1.34224590200000e+02  -4.75038833901673e-01   1.06075761052025e+00
  1.37878480200000e+02  -3.03778384908464e-01  -8.76734665340108e-01
  1.41242740200000e+02  -2.80611849208066e-01  -1.47731386537734e+00
  1.46341150200000e+02  -1.41935329808176e-01   1.67515046306755e+00
  1.47697646200000e+02  -2.70286796510967e-01   1.06026862564439e+00
  1.54032200200000e+02  -2.31611433854943e-01  -3.96953873538198e-01
  1.56731200200000e+02  -3.50991630931486e-02  -1.54720217247231e-01
  1.57829700200000e+02   6.74786702128120e-02   2.40551751017845e-01
