%eval_id interface           X001           X002           X003           X004           X005           X006           X007           X008           X009           X010           X011           X012           X013           X014           X015           X016           X017           X018           X019           X020           X021           X022           X023           X024           X025           X026           X027           X028           X029           X030           X031           X032           X033           X034           X035           X036           X037           X038           X039           X040           X041           X042           X043           X044           X045           X046           X047           X048           X049           X050           X051           X052           X053           X054           X055           X056           X057           X058           X059           X060           Y001           Y002           Y003           Y004           Y005           Y006           Y007           Y008           Y009           Y010           Y011           Y012           Y013           Y014           Y015           Y016           Y017           Y018           Y019           Y020           Y021           Y022           Y023           Y024           Y025           Y026           Y027           Y028           Y029           Y030           Y031           Y032           Y033           Y034           Y035           Y036           Y037           Y038           Y039           Y040           Y041           Y042           Y043           Y044           Y045           Y046           Y047           Y048           Y049           Y050           Y051           Y052           Y053           Y054           Y055           Y056           Y057           Y058           Y059           Y060         obj_fn 
47           NO_ID 6.706798126e-05 5.270446078e-06 -0.0001362424248 -2.607135922e-05 6.102249617e-05 9.589389532e-05  0.00020098827 1.73005931e-05 -0.0001670613288 -1.32376186e-05 -0.0001095123716 -0.0002777528903 -0.0002787750762 -0.0002413303045 -0.0002542073584 -0.0001416185074 -0.0001666213928 -0.0002021559122 -0.0001218156603 -0.0001400754075 -0.0001019078303 -0.0001109157126 -7.415642803e-05 -4.387953142e-05 -1.484878301e-05 -2.859554276e-05 -4.881331389e-05 -3.266001661e-05 2.94140217e-06 2.549945975e-06 -9.0955519e-06 -4.335847835e-05 -4.792512007e-06 -2.702968053e-05 -4.549719982e-06 -4.318476059e-05 -6.736245499e-05 1.818834465e-05 -7.811020878e-05 -4.442998326e-05 -2.46209116e-05 4.41776614e-05 1.764034141e-08 -1.340011687e-05 1.014049689e-05 1.439911482e-05 -9.327437646e-06 3.272205725e-06 6.418297257e-05 -0.0001029993174 -8.88538607e-05 0.0001376521827 0.0008280114147 0.0007634832558 0.0003541508445 -3.592836142e-05 -0.0002025006817 -5.909393917e-05 0.0001048019893 4.61304817e-05 0.0001052800964 3.073377902e-05 3.454300321e-05 1.649709651e-05 -5.777057521e-05 -0.0001731721828  9.9123095e-05 8.891707647e-05 0.0002992026786 0.0003403775407 0.0001663356876 4.137324363e-05 5.159497186e-05 -1.399053585e-05 2.695599183e-05 1.764466104e-05 9.761719519e-06 5.226441495e-05 5.216530102e-06 -1.296500048e-05 -2.052050711e-05 -7.53620024e-05 2.552441929e-05 3.145057941e-05 -3.009889061e-05 6.78623309e-06 8.153361426e-06 4.986805434e-05 -6.456292132e-06 5.296987562e-06 -1.48723928e-05 -4.235131299e-05 8.777027061e-05 4.428805838e-05 -3.775712717e-05 -1.514621878e-05 1.004791005e-05 -1.554592357e-05 -2.659802545e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05    13.40662876 
48           NO_ID 6.364144979e-05 1.655924489e-05 -0.0001322292401 -3.151102525e-05 5.92483764e-05 9.093548411e-05 0.0002055280799 1.572695419e-05 -0.0001584422932 -5.922654455e-06 -0.0001091281616 -0.0002738830146 -0.0002725889082 -0.000236911706 -0.0002535925063 -0.00014120224 -0.0001631489718 -0.0001963180684 -0.0001169610158 -0.0001343152295 -9.217429268e-05 -0.0001044427711 -6.829884777e-05 -3.59172214e-05 -1.118598662e-05 -2.702432738e-05 -4.516067625e-05 -2.75584098e-05 5.924310176e-06 7.007616879e-07 -1.078653464e-05 -3.941857208e-05 -1.15969342e-06 -3.385150571e-05 -1.122793815e-05 -4.190475427e-05 -6.502125961e-05 1.431817151e-05 -8.446290367e-05 -4.343986504e-05 -2.211480287e-05 4.398844751e-05 -1.492491822e-06 -1.304603548e-05 1.271133992e-05 1.682794899e-05 -7.271372942e-06 -3.218438492e-06 5.761847264e-05 -9.899101453e-05 -8.558977121e-05 0.0001310873044 0.0007699572225 0.0007108986098 0.0003295008107 -3.611508194e-05 -0.0001941296679 -5.924458087e-05 9.825020289e-05 4.496131389e-05 9.544477864e-05 3.688684098e-05 3.70868145e-05 1.913669169e-05 -6.082263654e-05 -0.0001701215082 9.43825348e-05 8.20808842e-05 0.0002983402224 0.0003312759065 0.0001608789175 4.585372444e-05 5.556997302e-05 -1.540085027e-05 2.377270082e-05 1.448200066e-05 6.281019884e-06 4.668695653e-05 -2.601919847e-07 -1.500277962e-05 -2.174786271e-05 -7.561701097e-05 2.667139772e-05 3.112981603e-05 -3.160049662e-05 7.882201464e-06 1.084456179e-05 4.980449089e-05 -1.000547751e-05 4.194260776e-06 -9.577739095e-06 -3.89131243e-05 8.45317314e-05 4.124508752e-05 -3.372654502e-05 -9.829076037e-06 7.031115417e-06 -2.10216815e-05 -2.8130963e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05    10.59764816 
49           NO_ID 6.364168272e-05 1.655847749e-05 -0.0001322295129 -3.151065546e-05  5.9248497e-05 9.093582118e-05 0.0002055277713 1.572706116e-05 -0.0001584428792 -5.923151717e-06 -0.0001091281877 -0.0002738832777 -0.0002725893288 -0.0002369120064 -0.0002535925481 -0.0001412022683 -0.0001631492079 -0.0001963184653 -0.0001169613458 -0.0001343156211 -9.217495436e-05 -0.0001044432111 -6.829924596e-05 -3.591776267e-05 -1.118623561e-05 -2.702443419e-05 -4.516092456e-05 -2.75587566e-05 5.924107402e-06 7.008873931e-07 -1.078641969e-05 -3.941883991e-05 -1.159940374e-06 -3.385104197e-05 -1.122748417e-05 -4.190484128e-05 -6.502141876e-05 1.43184346e-05 -8.446247182e-05 -4.343993234e-05 -2.211497323e-05 4.398846037e-05 -1.492389165e-06 -1.304605955e-05 1.271116516e-05 1.682778388e-05 -7.27151271e-06 -3.217997266e-06 5.761891889e-05 -9.899128701e-05 -8.55899931e-05 0.0001310877506 0.000769961169 0.0007109021845 0.0003295024864 -3.611506924e-05 -0.000194130237 -5.924457063e-05 9.825064827e-05 4.496139337e-05 9.544544724e-05 3.68864227e-05 3.708664158e-05 1.913651225e-05 -6.082242906e-05 -0.0001701217156 9.438285706e-05 8.208134892e-05 0.000298340281 0.0003312765252 0.0001608792885 4.585341986e-05 5.55697028e-05 -1.54007544e-05 2.377291721e-05 1.448221566e-05 6.281256498e-06 4.668733568e-05 -2.598196839e-07 -1.500264109e-05 -2.174777927e-05 -7.561699363e-05 2.667131975e-05 3.112983783e-05 -3.160039454e-05 7.882126962e-06 1.084437885e-05 4.980449521e-05 -1.000523624e-05 4.194335738e-06 -9.578099019e-06 -3.891335803e-05 8.453195155e-05 4.124529438e-05 -3.372681901e-05 -9.829437489e-06 7.031320495e-06 -2.102130927e-05 -2.813085879e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05    10.59764816 
50           NO_ID 6.249318607e-05 1.280342726e-05 -0.0001322498455 -2.952704926e-05 6.201736438e-05 8.918279026e-05 0.0002036882412 1.744814157e-05 -0.0001639091113 -4.827610873e-06 -0.000106875404 -0.0002771869622 -0.0002711905219 -0.000233995794 -0.0002544474756 -0.0001409387363 -0.0001597894364 -0.0001967775768 -0.0001199164576 -0.0001343484348 -9.411718932e-05 -0.0001080106858 -7.131491145e-05 -3.998603514e-05 -1.633118617e-05 -3.256613046e-05 -4.964767419e-05 -3.080578062e-05 1.083692537e-06 -2.191322254e-06 -7.90635699e-06 -3.720593923e-05 -1.111934055e-06 -2.965262745e-05 -5.264186935e-06 -3.877927975e-05 -6.385241394e-05 1.68492142e-05 -8.15752321e-05 -4.415336598e-05 -2.299067806e-05 4.347202923e-05 -1.948383488e-06 -1.250310576e-05 1.152464976e-05 1.535559308e-05 -8.507260074e-06 -6.307005703e-07 6.089882515e-05 -0.0001038515875 -8.769883953e-05 0.0001398799812 0.0008166806506 0.0007609704871 0.000341064922 -4.370756098e-05 -0.0001989068388 -5.560081995e-05 0.0001036431092 4.547595919e-05 9.961241742e-05 3.371129618e-05 3.230931593e-05 2.254399441e-05 -5.708256781e-05 -0.000174498158 9.783641891e-05 8.424790876e-05 0.0002993977224 0.0003367740088 0.000161602111 4.400636554e-05 5.726256982e-05 -1.549220645e-05 2.336058532e-05 1.960183396e-05 9.173997273e-06 4.607864367e-05 2.415315603e-06 -1.256362563e-05 -2.095109365e-05 -7.354906283e-05 2.909821175e-05 3.343842137e-05 -2.960524132e-05 1.016188925e-05 1.200601745e-05 4.718790265e-05 -1.223844269e-05 3.403750314e-06 -1.201789899e-05 -4.326201067e-05 8.203571009e-05 4.281223298e-05 -3.27964575e-05 -9.334879497e-06 1.037239515e-05 -1.76944852e-05 -2.743988104e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05    10.14397641 
51           NO_ID 5.790013123e-05 -2.219843274e-06 -0.0001323322672 -2.159114532e-05 7.309331632e-05 8.217201484e-05 0.0001963288863 2.433289109e-05 -0.0001857763836 -4.474365448e-07 -9.786437353e-05 -0.0002904027527 -0.0002655969765 -0.0002223321461 -0.0002578673525 -0.0001398847214 -0.0001463512949 -0.0001986156101 -0.0001317382247 -0.0001344812561 -0.0001018887758 -0.0001222823444 -8.33791662e-05 -5.626129009e-05 -3.691198437e-05 -5.473334279e-05 -6.759566591e-05 -4.37952639e-05 -1.827877802e-05 -1.375965802e-05 3.614353595e-06 -2.835540782e-05 -9.208965963e-07 -1.285711441e-05 1.859081791e-05 -2.627738166e-05 -5.917703125e-05 2.697338496e-05 -7.002454583e-05 -4.700736973e-05 -2.649417883e-05 4.140635611e-05 -3.771950151e-06 -1.033138687e-05 6.777889116e-06 9.466169426e-06 -1.345080861e-05 9.720251117e-06 7.402023518e-05 -0.0001232938793 -9.613511281e-05 0.0001750506883 0.001003574363 0.0009612579961 0.0003873213672 -7.407747716e-05 -0.0002180155224 -4.102577626e-05 0.0001252147344 4.753454039e-05 0.0001162829725 2.100911702e-05 1.319932161e-05 3.617320529e-05 -4.212229293e-05 -0.0001920047572 0.0001116519553 9.291600698e-05 0.0003036277224 0.0003587664179 0.0001644948847 3.661692997e-05 6.403295704e-05 -1.585763117e-05 2.171212336e-05 4.008116716e-05 2.074590683e-05 4.364539221e-05 1.311734595e-05 -2.807009663e-06 -1.776401742e-05 -6.527727028e-05 3.880546789e-05 4.267284274e-05 -2.162422012e-05 1.92806404e-05 1.665184007e-05 3.672154968e-05 -2.117030338e-05 2.417084669e-07 -2.177853858e-05 -6.065755615e-05 7.205162483e-05 4.908081483e-05 -2.907610744e-05 -7.358093337e-06 2.37375141e-05 -4.385700011e-06 -2.467555317e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05    9.029718638 
52           NO_ID 5.565652606e-05 -9.558376884e-06 -0.0001323725283 -1.77146327e-05 7.850367256e-05 7.874740693e-05 0.000192734005 2.769593814e-05 -0.00019645806 1.692181221e-06 -9.346268553e-05 -0.0002968583725 -0.0002628646539 -0.0002166347135 -0.0002595378864 -0.0001393698586 -0.0001397870615 -0.0001995134485 -0.0001375128951 -0.0001345461363 -0.0001056850231 -0.0001292537323 -8.92722864e-05 -6.421139025e-05 -4.696524667e-05 -6.556153312e-05 -7.636286079e-05 -5.014033766e-05 -2.773691436e-05 -1.941053282e-05 9.241964551e-06 -2.403212002e-05 -8.275790454e-07 -4.652879736e-06 3.024345736e-05 -2.017048242e-05 -5.689321076e-05 3.191881726e-05 -6.438229242e-05 -4.840148711e-05 -2.820556105e-05 4.039732072e-05 -4.662721918e-06 -9.270550477e-06 4.459202087e-06 6.589316924e-06 -1.586562214e-05 1.477646086e-05 8.042975223e-05 -0.0001327910065 -0.0001002560447 0.0001922307967 0.001094867786 0.001059093991 0.0004099166122 -8.891250593e-05 -0.0002273496894 -3.39061915e-05 0.0001357519936 4.854011154e-05 0.000124426168 1.480438493e-05  3.8645143e-06 4.283077175e-05 -3.481453129e-05 -0.0002005563416 0.0001184005377 9.715018022e-05 0.0003056939834 0.0003695092207 0.0001659079404  3.3007355e-05 6.734014066e-05 -1.603613302e-05 2.090688634e-05 5.008486607e-05 2.639852734e-05 4.245680297e-05 1.834504982e-05 1.958880295e-06 -1.620720155e-05 -6.123668354e-05 4.354724667e-05 4.718365225e-05 -1.772566873e-05 2.373494758e-05 1.892122112e-05 3.160896897e-05 -2.553331873e-05 -1.302878667e-06 -2.654639399e-05 -6.915489332e-05 6.717462119e-05 5.214287768e-05 -2.725879915e-05 -6.392477251e-06 3.026607753e-05 2.115345634e-06 -2.332524048e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05    8.892841606 
53           NO_ID 5.524320371e-05 -1.630796273e-05 -0.0001322835749 -1.554061001e-05 8.224808794e-05 7.760408568e-05 0.0001887327725 3.082280756e-05 -0.0002053283862 1.44928828e-06 -8.979569366e-05 -0.0003004842993 -0.0002607835747 -0.000211732686 -0.000258026411 -0.0001366486803 -0.000134567112 -0.0001997461108 -0.0001404197861 -0.0001351486785 -0.000111476237 -0.0001350562462 -9.259428284e-05 -7.076651025e-05 -5.513667627e-05 -7.129025012e-05 -7.911406757e-05 -5.381716704e-05 -3.566068783e-05 -2.337955338e-05 1.43168573e-05 -2.233005512e-05 -4.527398761e-06 -1.855471501e-07 3.963240453e-05 -1.531031527e-05 -5.633884126e-05 3.590414457e-05 -5.686037025e-05 -4.62412431e-05 -2.811703042e-05 3.663514762e-05 -7.686695066e-06 -6.271825527e-06 1.637606768e-06 5.277159557e-06 -1.488505577e-05 1.580094532e-05 8.299552972e-05 -0.0001403014242 -0.0001030768129 0.0002065317115 0.001165276955 0.001134971507 0.0004278988047 -9.98526798e-05 -0.0002338042473 -2.876313072e-05 0.0001429069982 4.902961289e-05 0.0001305266927 1.090867578e-05 -2.223906207e-06 4.621189473e-05 -2.900894425e-05 -0.0002072392071 0.0001240801897 0.0001016045519 0.0003058415968 0.0003772544416 0.0001668325904 2.795005031e-05 6.746234633e-05 -1.658886397e-05 2.016717093e-05 5.685949756e-05 3.131732564e-05 4.451134155e-05 2.419043676e-05 5.441777831e-06 -1.443601247e-05 -5.729820495e-05 4.499010047e-05 4.653361732e-05 -1.57797335e-05 2.774172112e-05 2.010822955e-05 2.721836284e-05 -2.666153855e-05 1.681139153e-06 -2.822769257e-05 -7.59399418e-05 6.340056576e-05 5.475254593e-05 -2.750516064e-05 -9.433512882e-06 3.278689897e-05 7.351158723e-06 -2.151248721e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05    9.640144177 
54           NO_ID 5.555428232e-05 -1.122802507e-05 -0.0001323505239 -1.71768437e-05 7.942993033e-05 7.846458302e-05 0.0001917442183 2.846943328e-05 -0.0001986523167 1.632096681e-06 -9.255558005e-05 -0.0002977553197 -0.0002623498564 -0.0002154220967 -0.000259163992 -0.0001386967194 -0.0001384958002 -0.0001995710023 -0.0001382319741 -0.0001346951875 -0.0001071175983 -0.0001306891029 -9.00940502e-05 -6.583293333e-05 -4.898661701e-05 -6.697864851e-05 -7.704342808e-05 -5.104987665e-05 -2.969702188e-05 -2.039235128e-05 1.049734313e-05 -2.361107944e-05 -1.742805165e-06 -3.547793601e-06 3.256600558e-05 -1.896822062e-05 -5.675607612e-05 3.290466953e-05 -6.252159104e-05 -4.786710655e-05 -2.818366119e-05 3.946667021e-05 -5.410763559e-06 -8.528754494e-06 3.761222743e-06 6.264727947e-06 -1.562305898e-05 1.502988806e-05 8.106444979e-05 -0.000134648862 -0.0001009538195 0.0001957684206 0.001112284935 0.001077863847 0.0004143648755 -9.161878182e-05 -0.0002289463564 -3.263395017e-05 0.0001375219304 4.866119972e-05 0.0001259352576 1.384070155e-05 2.358418894e-06 4.366716171e-05 -3.337840053e-05 -0.0002022094852 0.0001198055158 9.825206021e-05 0.0003057304986 0.0003714251596 0.0001661366715 3.175632719e-05 6.737037074e-05 -1.617286233e-05 2.072390259e-05 5.176070981e-05 2.761529276e-05 4.296503513e-05 1.97910259e-05 2.820446275e-06 -1.576906168e-05 -6.026242026e-05 4.390416609e-05 4.702285281e-05 -1.724430183e-05 2.472610501e-05 1.921485195e-05 3.05228627e-05 -2.581240699e-05 -5.64720794e-07 -2.69622976e-05 -7.083331391e-05 6.624103134e-05 5.278843253e-05 -2.731974171e-05 -7.144739647e-06 3.08896543e-05 3.410531148e-06 -2.287681886e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05    8.802299575 
55           NO_ID 5.555424843e-05 -1.122857844e-05 -0.0001323505166 -1.717666546e-05 7.943023732e-05 7.846448929e-05 0.0001917438902 2.846968964e-05 -0.0001986530439 1.632076767e-06 -9.25552794e-05 -0.000297755617 -0.0002623496858 -0.0002154216948 -0.0002591638681 -0.0001386964963 -0.0001384953722 -0.0001995710214 -0.0001382322124 -0.0001346952369 -0.0001071180731 -0.0001306895786 -9.009432256e-05 -6.583347076e-05 -4.898728695e-05 -6.697911818e-05 -7.704365365e-05 -5.10501781e-05 -2.969767152e-05 -2.039267668e-05 1.04977592e-05 -2.361093989e-05 -1.7431085e-06 -3.547427341e-06 3.256677534e-05 -1.896782215e-05 -5.675603067e-05 3.290499627e-05 -6.252097434e-05 -4.786692944e-05 -2.818365393e-05 3.946636177e-05 -5.411011484e-06 -8.52850864e-06 3.760991411e-06 6.264620368e-06 -1.562297859e-05 1.502997205e-05 8.106466015e-05 -0.0001346494778 -0.0001009540507 0.0001957695931 0.001112290707 0.001077870068 0.0004143663498 -9.161967876e-05 -0.0002289468856 -3.263352851e-05 0.000137522517 4.866123985e-05 0.0001259357578 1.384038216e-05 2.357919727e-06 4.366743892e-05 -3.337792455e-05 -0.0002022100331 0.0001198059815 9.82524254e-05 0.0003057305107 0.0003714257946 0.0001661367473 3.175591256e-05 6.737038076e-05 -1.617290765e-05 2.072384195e-05 5.176126523e-05 2.761569604e-05 4.296520358e-05 1.979150514e-05 2.820731825e-06 -1.576891647e-05 -6.026209736e-05 4.390428438e-05 4.702279952e-05 -1.724414229e-05 2.472643351e-05 1.921494927e-05 3.052250273e-05 -2.581249949e-05 -5.644761454e-07 -2.696243544e-05 -7.083387019e-05 6.624072192e-05 5.278864649e-05 -2.73197619e-05 -7.14498897e-06 3.088986097e-05 3.410960413e-06 -2.287667024e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05    8.802299576 
56           NO_ID  5.6670887e-05 -1.694356204e-05 -0.0001327802155 -1.490198467e-05 8.061683846e-05 7.839328474e-05 0.0001891672726 3.263756161e-05 -0.0002040269153 1.115074132e-06 -9.065224122e-05 -0.0003005120037 -0.0002585952494 -0.0002119868146 -0.0002594978531 -0.0001332317579 -0.0001307035195 -0.00020015739 -0.0001398910323 -0.0001314548383 -0.0001109993251 -0.0001381983766 -9.327922496e-05 -7.09484612e-05 -5.855796147e-05 -7.537568133e-05 -8.009435733e-05 -5.213529299e-05 -3.694841115e-05 -2.581783415e-05 1.623938599e-05 -1.904121076e-05 -3.941006662e-06 -1.074689465e-06 4.011398903e-05 -1.39053923e-05 -5.576843306e-05 3.539016699e-05 -5.763702197e-05 -4.683713254e-05 -2.79832699e-05 3.693911907e-05 -7.586560373e-06 -6.6450286e-06 6.945716874e-07 9.068929781e-06 -8.342871309e-06 7.010823732e-06 7.693932184e-05 -0.0001407851619 -0.0001033101785 0.0002098658279 0.001186711806 0.001158123407 0.0004324717059 -0.000103443897 -0.0002344212795 -2.719483599e-05 0.0001437771908 4.875390349e-05 0.0001322798067 9.114663847e-06 -1.501004701e-06 4.694658592e-05 -2.863218591e-05 -0.0002088985009 0.0001225353471 0.0001054858881 0.0003069781558 0.0003783528742 0.0001689512396 2.949711038e-05 6.635026654e-05 -1.898040318e-05 1.99408415e-05 5.842044715e-05 2.964573493e-05 4.266315296e-05  2.7802417e-05 7.668968845e-06 -1.462952285e-05 -5.44723073e-05 4.832661256e-05 4.681891467e-05 -1.744632027e-05 2.843862486e-05 2.156196929e-05 2.492862638e-05 -2.975318707e-05 1.762055954e-06 -2.589251434e-05 -7.623729075e-05 6.125769355e-05 5.500384657e-05 -2.546030687e-05 -7.539999796e-06 3.353692644e-05 7.483370589e-06 -2.170705512e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05    8.236160776 
57           NO_ID 5.780583245e-05 -2.275297943e-05 -0.000133216965 -1.258976001e-05 8.182324213e-05 7.832081535e-05 0.0001865479993 3.687415343e-05 -0.0002094897943 5.895592413e-07 -8.871763914e-05 -0.0003033139675 -0.0002547789711 -0.0002084951064 -0.0002598371979 -0.0001276770318 -0.0001227832468 -0.0002007534094 -0.0001415773413 -0.0001281612649 -0.0001149448111 -0.0001458309936 -9.651671773e-05 -7.614801406e-05 -6.828651982e-05 -8.39106394e-05 -8.319539953e-05 -5.32385378e-05 -4.431890793e-05 -3.133243316e-05 2.207574465e-05 -1.439627983e-05 -6.175314663e-06 1.439036582e-06 4.77859517e-05 -8.759404613e-06 -5.47645675e-05 3.791648994e-05 -5.267222154e-05 -4.579024072e-05 -2.777958708e-05 3.437005169e-05 -9.798095684e-06 -4.730361613e-06 -2.42245057e-06 1.191919196e-05 -9.431030907e-07 -1.139957539e-06 7.274643669e-05 -0.0001470222533 -0.0001057052418 0.0002241947917 0.001262361174 0.001239701268 0.0004508759496 -0.0001154632454 -0.0002399861309 -2.166638177e-05 0.0001501351968 4.884812997e-05 0.000138728568 4.310998726e-06 -5.423821164e-06 5.027987624e-05 -2.380801247e-05 -0.0002156973868 0.0001253100172 0.000112838535 0.0003082463064 0.0003853943798 0.0001718120383 2.720078487e-05 6.531340664e-05 -2.183405922e-05 1.914491826e-05 6.518957384e-05 3.170952809e-05 4.235631223e-05 3.594539901e-05 1.25971307e-05 -1.347126656e-05 -4.858708898e-05 5.282169982e-05 4.661162675e-05 -1.765165697e-05 3.221212462e-05 2.394763915e-05 1.924250207e-05 -3.375869635e-05 4.127051116e-06 -2.480515937e-05 -8.173003047e-05 5.619250207e-05 5.725564984e-05 -2.357032993e-05 -7.941752282e-06 3.622768129e-05 1.162310836e-05 -2.051807746e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05    8.043515859 
58           NO_ID 5.780461361e-05 -2.274674062e-05 -0.000133216496 -1.259224314e-05 8.182194655e-05 7.832089317e-05 0.0001865508122 3.68696037e-05 -0.0002094839276 5.901235985e-07 -8.871971673e-05 -0.0003033109585 -0.0002547830694 -0.0002084988562 -0.0002598368335 -0.0001276829971 -0.0001227917525 -0.0002007527693 -0.0001415755303 -0.0001281648019 -0.000114940574 -0.0001458227969 -9.651324094e-05 -7.614243019e-05 -6.82760722e-05 -8.39014736e-05 -8.319206928e-05 -5.323735301e-05 -4.431099266e-05 -3.132651096e-05 2.20694769e-05 -1.440126808e-05 -6.172915211e-06 1.436337059e-06 4.777771268e-05 -8.764930956e-06 -5.476564557e-05 3.791377689e-05 -5.26775533e-05 -4.579136499e-05 -2.777980582e-05 3.437281064e-05 -9.795720687e-06 -4.732417799e-06 -2.41910316e-06 1.191613103e-05 -9.510497972e-07 -1.13120431e-06 7.275093949e-05 -0.0001470155552 -0.0001057026697 0.0002241794037 0.001262279933 0.001239613661 0.0004508561851 -0.0001154503376 -0.0002399801547 -2.167231885e-05 0.0001501283688 4.884802878e-05 0.0001387216426 4.316157444e-06 -5.419608401e-06 5.027629657e-05 -2.381319321e-05 -0.0002156900854 0.0001253070374 0.0001128306389 0.0003082449445 0.0003853868178 0.0001718089661 2.720325092e-05 6.531452014e-05 -2.183099464e-05 1.914577301e-05 6.518230439e-05 3.170731175e-05 4.235664175e-05 3.593665416e-05 1.259183829e-05 -1.347251042e-05 -4.859340919e-05 5.281687249e-05 4.661184936e-05 -1.765143645e-05 3.220807221e-05 2.394507715e-05 1.924860847e-05 -3.375439478e-05 4.124511317e-06 -2.48063271e-05 -8.172413175e-05 5.619794164e-05 5.72532316e-05 -2.357235961e-05 -7.941320834e-06 3.622479166e-05 1.161866264e-05 -2.051935432e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05    8.043515755 
