%eval_id interface           X001           X002           X003           X004           X005           X006           X007           X008           X009           X010           X011           X012           X013           X014           X015           X016           X017           X018           X019           X020           X021           X022           X023           X024           X025           X026           X027           X028           X029           X030           X031           X032           X033           X034           X035           X036           X037           X038           X039           X040           X041           X042           X043           X044           X045           X046           X047           X048           X049           X050           X051           X052           X053           X054           X055           X056           X057           X058           X059           X060           Y001           Y002           Y003           Y004           Y005           Y006           Y007           Y008           Y009           Y010           Y011           Y012           Y013           Y014           Y015           Y016           Y017           Y018           Y019           Y020           Y021           Y022           Y023           Y024           Y025           Y026           Y027           Y028           Y029           Y030           Y031           Y032           Y033           Y034           Y035           Y036           Y037           Y038           Y039           Y040           Y041           Y042           Y043           Y044           Y045           Y046           Y047           Y048           Y049           Y050           Y051           Y052           Y053           Y054           Y055           Y056           Y057           Y058           Y059           Y060         obj_fn 
24           NO_ID 5.762934914e-05 0.0001099121558 -5.674586224e-05 -0.0001184261533 1.896604324e-05 6.710862525e-05 0.0001887091802 2.18808658e-05 -5.099456234e-05 4.688272317e-05 -7.882974105e-05 -0.0001582906379 -0.0001264843472 -9.577577619e-05 -0.0001464941514 -2.868382699e-05 -6.064347953e-06 -1.341962875e-05 2.206776635e-05 -1.807815908e-05 4.960690935e-05 3.519229615e-06 1.094368493e-05 6.755144371e-06 -1.433687764e-05 5.036982447e-06 1.180745428e-05 -2.627132497e-05 -8.134554284e-06 -3.769548139e-06 -2.898423739e-06 -7.820454611e-06 3.356852381e-05 -3.557906035e-05 6.494061719e-06 2.507763473e-05 2.222236178e-07 5.601756651e-05 -4.684939072e-05 -4.660391868e-06 -1.440326955e-05 2.625294041e-05 -1.193461871e-06 -3.421515513e-06 7.698897553e-06 5.411227955e-06 -1.946833668e-05 1.399720929e-05 4.470820064e-05 -5.292952103e-05 -5.244310136e-05 4.202820754e-05 6.479144983e-05 4.566422104e-05 4.330107526e-05 6.225609809e-07 -7.147069591e-06 -3.55474426e-05 -2.693695149e-05 1.333440823e-05 -4.470556742e-05 0.0001301232439 0.0001031752929 -9.667795693e-06 -7.109856528e-05 -0.0001222216058 2.759328863e-05 2.437999744e-05 0.0002048370669 0.0001580487604 6.556902094e-05 4.593259905e-05 4.932556751e-05 -8.700117135e-05 -7.21173621e-05 -3.405211365e-05 -3.157357273e-05 -1.893323357e-05 -4.503906011e-05 -1.979139287e-06 2.908478965e-05 -3.635133711e-05 1.788635843e-05 -2.182030846e-06 -1.89359302e-05 4.527744837e-05 1.493484511e-05 2.513805539e-05 -1.689259671e-05 2.579204617e-05 1.016541253e-05 -6.00676589e-05 1.131419193e-05 -2.459904041e-05 -4.992942537e-05 -2.43224263e-06 8.500737772e-06 -2.140901767e-05 -1.882142896e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05    16.21674379 
25           NO_ID 5.76300601e-05 0.000109912079 -5.674674926e-05 -0.0001184266822 1.896622194e-05 6.710942159e-05 0.0001887103375 2.188036769e-05 -5.099545544e-05 4.688207315e-05 -7.883081126e-05 -0.0001582919685 -0.0001264851428 -9.577661004e-05 -0.0001464946498 -2.868386548e-05 -6.06481684e-06 -1.342054883e-05 2.206717365e-05 -1.807852797e-05 4.960592179e-05 3.518405201e-06 1.094387492e-05 6.755896639e-06 -1.433668296e-05 5.036944216e-06 1.180796748e-05 -2.627066552e-05 -8.134813394e-06 -3.77050393e-06 -2.89892172e-06 -7.820613359e-06 3.356804354e-05 -3.557978132e-05 6.493635499e-06 2.50776213e-05 2.222452167e-07 5.601737802e-05 -4.684964537e-05 -4.660508885e-06 -1.440325402e-05 2.625303298e-05 -1.193425791e-06 -3.42160187e-06 7.69887645e-06 5.411705031e-06 -1.946759862e-05 1.399597604e-05 4.470738545e-05 -5.292906251e-05 -5.244317467e-05 4.202772336e-05 6.47935483e-05 4.566625172e-05 4.33011369e-05 6.21795296e-07 -7.147908878e-06 -3.554739817e-05 -2.693632041e-05 1.333457583e-05 -4.470499987e-05 0.000130124019 0.0001031756036 -9.668184275e-06 -7.109948419e-05 -0.0001222219226 2.759427966e-05 2.438082996e-05 0.0002048385374 0.0001580494591 6.556890633e-05 4.593212199e-05 4.93247432e-05 -8.700160841e-05 -7.211717674e-05 -3.405181881e-05 -3.157319039e-05 -1.893225801e-05 -4.503814799e-05 -1.979318121e-06 2.908381583e-05 -3.635187536e-05 1.788609995e-05 -2.182758509e-06 -1.893643967e-05 4.527800666e-05 1.49360245e-05 2.51386604e-05 -1.689254766e-05 2.579234884e-05 1.01658463e-05 -6.006775838e-05 1.131363094e-05 -2.459934937e-05 -4.992926953e-05 -2.431980324e-06 8.50073841e-06 -2.140912223e-05 -1.882149135e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05    16.21674378 
26           NO_ID 5.960357908e-05 0.0001092899761 -5.902657366e-05 -0.0001197375442 1.945224969e-05 6.938739427e-05 0.0001914551114 2.086600855e-05 -5.365037497e-05 4.467012813e-05 -8.154017098e-05 -0.0001617515484 -0.0001293919079 -9.873600894e-05 -0.0001478654321 -2.873587687e-05 -7.829666343e-06 -1.639727024e-05 2.082369656e-05 -1.873947506e-05 4.663888447e-05 6.651309812e-07 1.122233286e-05  8.6276405e-06 -1.46182635e-05 4.029950611e-06 1.301972069e-05 -2.373860222e-05 -8.433271329e-06 -6.257578692e-06 -3.353720919e-06 -6.960504195e-06 3.28221899e-05 -3.840202366e-05 4.50677558e-06 2.48653854e-05 -1.149817961e-07 5.409888465e-05 -4.941020441e-05 -5.280994219e-06 -1.38203318e-05 2.637508909e-05 -2.019446214e-06 -3.232858853e-06 8.870682816e-06 4.632569447e-06 -2.14523518e-05 1.462501662e-05 4.570653703e-05 -5.277315741e-05 -5.300598486e-05 4.158721712e-05 7.187038367e-05 5.156765859e-05 4.591011774e-05 1.496629471e-07 -9.556011707e-06 -3.610310086e-05 -2.550796648e-05 1.375451071e-05 -4.306517253e-05 0.0001319793469 0.0001039529171 -1.078223364e-05 -7.325843433e-05 -0.0001233124361 3.033017408e-05 2.672968526e-05 0.0002085457904 0.0001605772007 6.601230024e-05 4.465582796e-05 4.694413295e-05 -8.774525148e-05 -7.124109889e-05 -3.384168766e-05 -3.119356532e-05 -1.631367675e-05 -4.230863753e-05 -2.594794691e-06 2.640127104e-05 -3.700421414e-05 1.810492235e-05 -3.881947471e-06 -2.078911329e-05 4.654724001e-05 1.790896293e-05 2.573219743e-05 -1.804843893e-05 2.614920296e-05 1.208469114e-05 -5.978163622e-05 1.005155643e-05 -2.444963787e-05 -4.783713058e-05 -4.729158255e-07 7.975125237e-06 -2.274938022e-05 -1.944602324e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05     16.0228472 
27           NO_ID 6.134164577e-05 0.0001087420938 -6.103440175e-05 -0.0001208920128 1.988029151e-05 7.139359158e-05 0.0001938724179 1.997266835e-05 -5.598854718e-05 4.272208101e-05 -8.392628835e-05 -0.0001647983802 -0.0001319518791 -0.0001013423343 -0.0001490726721 -2.8781683e-05 -9.383959047e-06 -1.901885149e-05 1.972857352e-05 -1.932156732e-05 4.402583194e-05 -1.847731047e-06 1.146756914e-05 1.027607444e-05 -1.486624985e-05 3.143097193e-06 1.408690471e-05 -2.150862878e-05 -8.696121499e-06 -8.447930985e-06 -3.754259932e-06 -6.203011051e-06 3.216532093e-05 -4.088755609e-05 2.756959594e-06 2.467847048e-05 -4.11975667e-07 5.240927868e-05 -5.166527388e-05 -5.827452047e-06 -1.330695559e-05 2.64825832e-05 -2.746917602e-06 -3.066633974e-06 9.902685875e-06 3.946389264e-06 -2.320031239e-05  1.5179009e-05 4.658648402e-05 -5.263585269e-05 -5.350164853e-05 4.119926583e-05 7.810291147e-05 5.676499334e-05  4.8207832e-05 -2.661412695e-07 -1.167681388e-05 -3.659250499e-05 -2.425002347e-05 1.412434492e-05 -4.162098612e-05 0.0001336133235 0.0001046374926 -1.176337045e-05 -7.515980918e-05 -0.000124272845 3.27396604e-05 2.879830847e-05 0.0002118107466 0.0001628033681 6.640279468e-05 4.353180322e-05 4.484754333e-05 -8.840017361e-05 -7.046954221e-05 -3.365662638e-05 -3.085923173e-05 -1.400750744e-05 -3.990477353e-05 -3.136841329e-06 2.403876943e-05 -3.75787251e-05 1.829763797e-05 -5.378413318e-06 -2.242075217e-05 4.766504645e-05 2.052721253e-05 2.625492205e-05 -1.906642566e-05 2.646348232e-05 1.377460665e-05 -5.95296501e-05 8.940054742e-06 -2.431778781e-05 -4.599459596e-05 1.252420896e-06 7.51222077e-06 -2.392973764e-05 -1.999604484e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05    15.96844172 
28           NO_ID 6.133990402e-05 0.0001087426428 -6.103238967e-05 -0.0001208908559 1.987986256e-05 7.139158113e-05 0.0001938699954 1.997356358e-05 -5.598620405e-05 4.272403319e-05 -8.392389717e-05 -0.0001647953269 -0.0001319493137 -0.0001013397225 -0.0001490714623 -2.878163709e-05 -9.382401457e-06 -1.901622435e-05 1.972967097e-05 -1.9320984e-05 4.402845054e-05 -1.845212854e-06 1.146732339e-05 1.027442251e-05 -1.486600134e-05 3.143985927e-06 1.408583526e-05 -2.151086348e-05 -8.695858091e-06 -8.445735987e-06 -3.753858543e-06 -6.203770151e-06 3.216597919e-05 -4.088506528e-05 2.758713122e-06 2.467865779e-05 -4.116780431e-07 5.241097187e-05 -5.166301403e-05 -5.82690443e-06 -1.330747006e-05 2.648247548e-05 -2.746188588e-06 -3.066800551e-06 9.901651682e-06  3.9470769e-06 -2.319856073e-05 1.517845384e-05 4.658560221e-05 -5.263599028e-05 -5.350115181e-05 4.11996546e-05 7.809666572e-05 5.675978498e-05 4.820552942e-05 -2.657245832e-07 -1.167468858e-05 -3.659201455e-05 -2.425128409e-05 1.41239743e-05 -4.162243337e-05 0.000133611686 0.0001046368065 -1.176238723e-05 -7.515790377e-05 -0.0001242718826 3.27372458e-05 2.879623545e-05 0.0002118074747 0.0001628011372 6.640240336e-05 4.353292963e-05 4.484964437e-05 -8.83995173e-05 -7.047031541e-05 -3.365681183e-05 -3.085956677e-05 -1.40098185e-05 -3.990718249e-05 -3.136298133e-06 2.404113694e-05 -3.757814937e-05 1.829744485e-05 -5.376913678e-06 -2.241911707e-05 4.766392627e-05 2.052458873e-05 2.625439821e-05 -1.906540551e-05 2.646316737e-05 1.377291315e-05 -5.952990262e-05 8.941168602e-06 -2.431791994e-05 -4.59964424e-05 1.250691899e-06 7.512684656e-06 -2.392855477e-05 -1.999549365e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05    15.96844169 
29           NO_ID 6.162747435e-05 0.0001069915807 -6.237115889e-05 -0.0001224517972 2.298575206e-05 7.207726947e-05 0.0001952402652 1.922059567e-05 -6.256978583e-05 4.132454936e-05 -8.383975088e-05 -0.0001694324642 -0.0001375786991 -0.0001039260348 -0.0001495221258 -3.278176872e-05 -1.561760866e-05 -2.407669773e-05 1.641928189e-05 -2.37842437e-05 3.816675567e-05 -3.821127667e-06 1.219867888e-05 1.18954832e-05 -1.410115063e-05 3.231247576e-06 1.498684592e-05 -1.972001658e-05 -9.085915327e-06 -1.115902706e-05 -4.895035043e-06 -5.7432402e-06 3.169324968e-05 -4.37279985e-05 -1.59920417e-07 2.35200831e-05 -1.087375919e-06 4.952299164e-05 -5.651820617e-05 -8.430288572e-06 -1.339965071e-05 2.840742062e-05 -2.213977339e-06 -4.269452053e-06 1.133673634e-05 4.369142825e-06 -2.390639617e-05 1.478245332e-05 4.687488609e-05 -5.485579697e-05 -5.395328711e-05 4.493772193e-05 9.054130795e-05 6.911065537e-05 5.489708376e-05 -3.134811725e-07 -1.660554225e-05 -3.839259555e-05 -2.184065963e-05 1.488789695e-05 -3.991850269e-05 0.0001358223664 0.0001025230308 -1.152958626e-05 -7.53402787e-05 -0.0001270333648 3.861785069e-05 2.877447982e-05 0.0002146060098 0.0001682753914 6.635680873e-05 3.976315237e-05 4.469425264e-05 -8.500303792e-05 -6.779428123e-05 -3.281332954e-05 -2.773582449e-05 -8.88737886e-06 -3.91927041e-05 -6.36811728e-06 2.016845867e-05 -3.96209575e-05 1.694517632e-05 -7.048511915e-06 -2.259806336e-05 4.997596181e-05 2.412788279e-05 2.765401906e-05 -2.011860693e-05 2.580722428e-05 1.465194347e-05 -5.940316446e-05 8.038534206e-06 -2.361287797e-05 -4.269715381e-05 5.030957661e-06 7.808924576e-06 -2.570549015e-05 -2.1179872e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05    15.68533785 
30           NO_ID 6.204383379e-05 0.0001044563009 -6.430949936e-05 -0.0001247118101 2.748262217e-05 7.307004511e-05 0.0001972242137 1.813040913e-05 -7.210184165e-05 3.92983031e-05 -8.371791945e-05 -0.0001761463553 -0.0001457292191 -0.0001076706337 -0.00015017462 -3.857336957e-05 -2.464526944e-05 -3.140351712e-05 1.162632655e-05 -3.024638574e-05 2.967988569e-05 -6.68196101e-06 1.325757382e-05 1.424254008e-05 -1.299375957e-05 3.357589578e-06 1.629137652e-05 -1.712713428e-05 -9.6506607e-06 -1.508747253e-05 -6.547290373e-06 -5.076460727e-06 3.100880705e-05 -4.784414667e-05 -4.385671491e-06 2.184263775e-05 -2.065686826e-06 4.534162204e-05 -6.354780859e-05 -1.2199605e-05 -1.35331147e-05 3.119445738e-05 -1.443413914e-06 -6.010714122e-06 1.341452735e-05 4.98023206e-06 -2.493123754e-05 1.420910296e-05 4.72937265e-05 -5.806974978e-05 -5.460791235e-05 5.034989232e-05 0.0001085593152 8.699289482e-05 6.458546791e-05 -3.826256731e-07 -2.374469142e-05 -4.099957138e-05 -1.835043082e-05 1.599394432e-05 -3.745146228e-05 0.0001390231057 9.946259513e-05 -1.119252477e-05 -7.560433072e-05 -0.000131031584 4.71320996e-05 2.874298088e-05 0.0002186578761 0.0001762013044 6.629079443e-05 3.430507067e-05 4.446926833e-05 -8.008543651e-05 -6.391977827e-05 -3.159209152e-05 -2.321310619e-05 -1.47084145e-06 -3.815824472e-05 -1.104731494e-05 1.456139147e-05 -4.257864249e-05 1.498729086e-05 -9.46873972e-06 -2.285715119e-05 5.332344841e-05 2.934492137e-05 2.96804637e-05 -2.164348732e-05 2.485751539e-05 1.592464979e-05 -5.921966629e-05 6.731652676e-06 -2.259208114e-05 -3.792027033e-05 1.050422516e-05 8.237836307e-06 -2.827823061e-05 -2.289467723e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05    15.53329762 
31           NO_ID 6.204294805e-05 0.0001044616943 -6.430537586e-05 -0.0001247070023 2.747305581e-05 7.306793314e-05 0.0001972199932 1.813272833e-05 -7.208156376e-05 3.93026136e-05 -8.371817862e-05 -0.0001761320726 -0.0001457118802 -0.0001076626677 -0.0001501732319 -3.856104888e-05 -2.462606456e-05 -3.13879305e-05 1.163652278e-05 -3.023263859e-05 2.969794012e-05 -6.675875053e-06 1.32553212e-05 1.42375471e-05 -1.299611537e-05 3.357320806e-06 1.628860135e-05 -1.713265022e-05 -9.649459296e-06 -1.50791154e-05 -6.543775469e-06 -5.077879192e-06 3.101026309e-05 -4.783539023e-05 -4.376681893e-06 2.184620624e-05 -2.063605629e-06 4.535051722e-05 -6.353285426e-05 -1.219158639e-05 -1.353283077e-05 3.118852842e-05 -1.445053162e-06 -6.00700987e-06 1.341010719e-05 4.978932068e-06 -2.492905736e-05 1.421032267e-05 4.729283548e-05 -5.806291262e-05 -5.460651974e-05 5.033837881e-05 0.0001085209848 8.695485326e-05 6.456485745e-05 -3.824785794e-07 -2.372950405e-05 -4.099402546e-05 -1.835785571e-05 1.599159138e-05 -3.74567105e-05 0.0001390162966 9.946910571e-05 -1.119324181e-05 -7.560376899e-05 -0.0001310230785 4.711398692e-05 2.874304789e-05 0.0002186492564 0.0001761844433 6.629093486e-05 3.431668185e-05 4.446974695e-05 -8.00958979e-05 -6.392802065e-05 -3.159468951e-05 -2.322272754e-05 -1.486618926e-06 -3.816044536e-05 -1.103736071e-05 1.45733196e-05 -4.25723505e-05 1.499145594e-05 -9.463591079e-06 -2.285660002e-05 5.331632717e-05 2.933382297e-05 2.967615277e-05 -2.164024338e-05 2.485953574e-05 1.592194231e-05 -5.922005665e-05 6.734432854e-06 -2.259425272e-05 -3.793043238e-05 1.049258168e-05 8.236923867e-06 -2.827275753e-05 -2.289102926e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05     15.5332973 
32           NO_ID 6.217260734e-05 0.0001031336872 -6.558887833e-05 -0.0001259693023 3.020213627e-05 7.349419205e-05 0.0001988053414 1.744754843e-05 -7.773567465e-05 3.834484521e-05 -8.379959041e-05 -0.0001805572936 -0.0001508056753 -0.0001103034386 -0.0001512590944 -4.250617707e-05 -3.029614651e-05 -3.623779786e-05 8.381619886e-06 -3.397939392e-05 2.492445485e-05 -8.551395951e-06 1.373760136e-05 1.594604931e-05 -1.229073825e-05 2.784075728e-06 1.639469864e-05 -1.545042646e-05 -9.794165394e-06 -1.775140808e-05 -7.689956792e-06 -4.132192651e-06 3.137041389e-05 -5.033901591e-05 -7.366069841e-06 2.071251375e-05 -2.470870036e-06 4.247738432e-05 -6.886430211e-05 -1.52966406e-05 -1.386347321e-05 3.364263132e-05 -4.257682356e-07 -7.641000684e-06 1.487858639e-05 5.709491845e-06 -2.531264694e-05 1.330549648e-05 4.719236385e-05 -5.996128074e-05 -5.501657203e-05 5.364117307e-05 0.0001202817425 9.863542974e-05 7.064991806e-05 -5.966843083e-07 -2.836928158e-05 -4.260302905e-05 -1.603510716e-05 1.671851073e-05 -3.583637786e-05 0.000140795156 9.748528309e-05 -1.064483851e-05 -7.586601287e-05 -0.000133560003 5.218847556e-05 2.871036012e-05 0.0002215573851 0.0001812900825 6.647053862e-05 3.149730639e-05 4.470770281e-05 -7.699657277e-05 -6.138207751e-05 -3.067133933e-05 -2.068169325e-05 2.530635264e-06 -3.768214689e-05 -1.391908924e-05 1.082004731e-05 -4.44662165e-05 1.437466537e-05 -1.02334852e-05 -2.301688251e-05 5.530008957e-05 3.284177048e-05 3.096126422e-05 -2.324336212e-05 2.344749261e-05 1.663505493e-05 -5.889317624e-05 5.847002773e-06 -2.200541491e-05 -3.439648502e-05 1.489603622e-05 8.946765706e-06 -3.008425239e-05 -2.419114486e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05    15.25547789 
33           NO_ID 6.244926475e-05 0.0001003000837 -6.83275212e-05 -0.000128662705 3.602524677e-05 7.440371185e-05 0.0002021880404 1.598556214e-05 -8.979999923e-05 3.630122969e-05 -8.397330088e-05 -0.0001899995037 -0.0001616744393 -0.0001159381206 -0.0001535760278 -5.092400047e-05 -4.239454894e-05 -4.658608693e-05 1.436548272e-06 -4.197394398e-05 1.473914422e-05 -1.255324404e-05 1.476665517e-05 1.959152525e-05 -1.07856566e-05 1.560927683e-06 1.662108121e-05 -1.186102154e-05 -1.010292859e-05 -2.345334902e-05 -1.013559392e-05 -2.114356497e-06 3.213887709e-05 -5.568106763e-05 -1.374460525e-05 1.829352436e-05 -3.339860775e-06 3.634690536e-05 -8.024015212e-05 -2.192197616e-05 -1.456897365e-05 3.887901501e-05 1.749106724e-06 -1.11274897e-05 1.801191894e-05 7.268306387e-06 -2.613112209e-05 1.137484514e-05 4.697798488e-05 -6.401187856e-05 -5.589151134e-05 6.068843173e-05 0.0001453759795 0.0001235585819 8.363377134e-05 -1.053740686e-06 -3.826929651e-05 -4.603620217e-05 -1.10789977e-05 1.826955759e-05 -3.237903164e-05 0.0001445907549 9.325234878e-05 -9.474696012e-06 -7.642556951e-05 -0.0001389731054 6.301604498e-05 2.864061339e-05 0.0002277625355 0.0001921841188 6.685376387e-05 2.548153108e-05 4.521543545e-05 -7.038346152e-05 -5.594973191e-05 -2.870116287e-05 -1.525982181e-05 1.110235581e-05 -3.66615889e-05 -2.006790893e-05 2.811591885e-06 -4.850720803e-05 1.305860318e-05 -1.187622847e-05 -2.335888145e-05 5.953289538e-05 4.032677001e-05 3.37033402e-05 -2.666397856e-05 2.043457918e-05 1.815664201e-05 -5.819570295e-05 3.953469954e-06 -2.074899626e-05 -2.685600894e-05 2.429180259e-05 1.046137384e-05 -3.394948645e-05 -2.696523559e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05    15.01599896 
34           NO_ID 6.244838858e-05 0.0001003090577 -6.831884794e-05 -0.000128654175 3.600680503e-05 7.44008314e-05 0.0002021773275 1.599019224e-05 -8.976179161e-05 3.630770181e-05 -8.397275074e-05 -0.0001899696003 -0.000161640018 -0.0001159202756 -0.0001535686901 -5.089734129e-05 -4.235623339e-05 -4.655331398e-05 1.458543262e-06 -4.19486253e-05 1.477140103e-05 -1.254057022e-05 1.476339617e-05 1.957998005e-05 -1.079042319e-05 1.564801384e-06 1.662036426e-05 -1.187238916e-05 -1.010195074e-05 -2.343529101e-05 -1.01278486e-05 -2.12074697e-06 3.213644337e-05 -5.566414939e-05 -1.372440447e-05 1.830118528e-05 -3.337108688e-06 3.636632054e-05 -8.020412488e-05 -2.190099377e-05 -1.456673934e-05 3.886243143e-05 1.742218911e-06 -1.111644802e-05 1.80019957e-05 7.263369633e-06 -2.612852998e-05 1.138095949e-05 4.697866382e-05 -6.399905035e-05 -5.588874041e-05 6.066611311e-05 0.0001452965062 0.0001234796504 8.359265157e-05 -1.052293191e-06 -3.823794323e-05 -4.602532934e-05 -1.109469366e-05 1.826464543e-05 -3.238998104e-05 0.0001445787342 9.326575445e-05 -9.478401844e-06 -7.64237974e-05 -0.0001389559622 6.298175414e-05 2.864083428e-05 0.0002277428838 0.0001921496174 6.68525502e-05 2.550058299e-05 4.521382747e-05 -7.04044052e-05 -5.596693611e-05 -2.870740241e-05 -1.527699283e-05 1.107520923e-05 -3.6664821e-05 -2.004843567e-05 2.836954605e-06 -4.849441024e-05 1.306277114e-05 -1.187102591e-05 -2.335779834e-05 5.951949011e-05 4.030306507e-05 3.369465606e-05 -2.665314549e-05 2.044412106e-05 1.815182315e-05 -5.819791184e-05 3.959466758e-06 -2.075297533e-05 -2.687988958e-05 2.426204626e-05 1.045657709e-05 -3.393724528e-05 -2.695645006e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05    15.01599793 
35           NO_ID 6.100800106e-05 9.782351548e-05 -7.150841448e-05 -0.0001234286635 3.76916869e-05 7.357802714e-05 0.0002037222032 1.542110706e-05 -9.281475128e-05 3.573300274e-05 -8.520894737e-05 -0.0001950541206 -0.0001680324991 -0.0001230261378 -0.0001601630321 -5.762893781e-05 -5.065267943e-05 -5.588592035e-05 -5.812402194e-06 -4.762085031e-05 8.908671055e-06 -1.735679132e-05 1.086206908e-05 1.794642028e-05 -9.714725704e-06 7.622611782e-07 1.452148724e-05 -1.093848989e-05 -8.298456164e-06 -2.226115637e-05 -1.031019994e-05 -4.07279491e-06 2.927866482e-05 -5.725957849e-05 -1.559283868e-05 1.440867304e-05 -7.808191876e-06 3.311712228e-05 -8.161883348e-05 -2.152519439e-05 -1.327739709e-05 3.73322863e-05 -9.401103889e-07 -9.563997383e-06 1.862930204e-05 7.723147815e-06 -2.532231921e-05 9.55529028e-06 4.667569871e-05 -6.610371176e-05 -5.70832451e-05 6.48293092e-05 0.0001733460384 0.0001513137181 9.385922883e-05 -4.176720989e-06 -4.742952019e-05 -4.706784799e-05 -4.924924445e-06 1.990822243e-05 -2.626428909e-05 0.0001388571866 8.935933101e-05 -6.131635649e-06 -7.594423716e-05 -0.0001406114933 6.444357623e-05 2.996489156e-05 0.0002325351071 0.0001998460663 7.168369731e-05 2.771006155e-05 4.736605698e-05 -6.634392397e-05 -5.104789572e-05 -2.655146565e-05 -1.419800234e-05 1.287031077e-05 -3.560110791e-05 -2.065508344e-05 6.681829899e-07 -5.048314039e-05 1.36942538e-05 -1.000072244e-05 -2.466317998e-05 5.63431549e-05 3.883712238e-05 3.452722036e-05 -2.597651052e-05 2.036393078e-05 1.859685352e-05 -5.577750561e-05 8.977503542e-06 -1.655880708e-05 -2.622983928e-05 2.20534943e-05 7.809742615e-06 -3.50051174e-05 -2.730698324e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05    14.58056595 
